userName;content;score;at
Diah Suhartini;Jangan eror mulu dong pas lagi zoom;3;2022-01-12 23:06:31
amoye giyai;Good;5;2022-01-12 22:51:32
Tin Murbantini;makin mudah;5;2022-01-12 22:08:41
Azzam Tuanaya;Sangat membantu;2;2022-01-12 22:01:36
Dena Maureen;File yang dikirim lewat chat tidak bisa masuk;3;2022-01-12 18:18:21
Kallistha Maureen;Bagus Sih, Kurang 1 Bintang Biar Bisa Bintang 5, Aku Aneh Ya, Di SMARTPHONE Tidak Ada Virtual Backgrond dan Virtual Filter Ya? Coba Kalau Ada Bintang Nya Nyala Semua Deh..;4;2022-01-12 14:47:23
Arling Salombre;Sangat baik;5;2022-01-12 13:18:52
rohadi magelang;baguss;5;2022-01-12 13:10:30
Oscar Pendong;Mantaps...;5;2022-01-12 13:08:06
Leonel Pardosi;mantappp;5;2022-01-12 12:37:09
Sumaryati -;Mengapa sekarang mengaktifkan suara asli tanpa disaring tidak bisa keras ya pihak zoom?;5;2022-01-12 12:36:10
ninafit ani;udah bagus tapi ada kurang nya dikit ????????????;4;2022-01-12 12:11:50
Supardi Nisa;Mantapz;5;2022-01-12 12:07:21
Raja Jahnibar;Baik;5;2022-01-12 12:03:57
asian siaw;Bagus;5;2022-01-12 12:03:03
Raindis Nome;Bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2022-01-12 11:50:25
Yulianto Shinta;Bagus;5;2022-01-12 11:44:14
Citta Suryadi;Bagus buat belajar ???dan sekolah;5;2022-01-12 10:58:12
Senput Pandes19;Good;5;2022-01-12 10:55:49
Fuad Vannoel;Suaranya kadang jelek..;4;2022-01-12 10:53:19
Desta 0758;Kenapa saya tidak bisa download yh??? Pdhal penting bngt;2;2022-01-12 09:56:17
Jeson Son;Bagus????;5;2022-01-12 09:45:15
LéMans Box;Baik;5;2022-01-12 09:14:23
mail sadelo;Best;5;2022-01-12 09:04:54
Toto sulissetiyono;Good;5;2022-01-12 08:51:01
ichsan Arief;Ditingkat keamanannya security Hanphone tidak bisa pasang virtual background;4;2022-01-12 08:48:17
Muahammad Rahmad;Di permudah dong aplikasinya;5;2022-01-12 08:37:30
Rama Nur F;Kok gk bisa di install y...;1;2022-01-12 08:35:24
Rizki Nur Fadilah;Vedygt u;5;2022-01-12 08:13:36
MONKEY D LUFFY;Apk ini sangat membingung kan ,banyak tugas yg masu;1;2022-01-12 08:10:25
i gusti bagus Sidikarya;Good;4;2022-01-12 08:01:58
Edy Susanto;cara setinge gimana lur;1;2022-01-12 07:41:54
Dreizhen Azarya;NO kwhsi????????tyowjjss;5;2022-01-12 07:19:10
Achmad Panidi;Mantap... Bermafaat.... Terima kasih...;3;2022-01-12 06:40:15
Agape Siahaan;Terimakasih;4;2022-01-12 06:11:13
Hokey Power;Good bener;5;2022-01-12 04:50:15
Mila Wijaya;Ok;5;2022-01-12 03:59:47
Loony Katuuk;Aplikasi ini sangat membantu dlm banyak hal seperti komunikasi, pendidikan maupun dalam hal ibadat bersama.;5;2022-01-12 03:52:33
saputra Wicaksana;Hiya habisini nggak ada zoom lagi PTM 100%;1;2022-01-12 03:31:05
Richard March;Good game;5;2022-01-12 03:29:31
Mizawarti zainal;Bagus;5;2022-01-12 03:03:54
Salamah;ini ram hp harus brapa bru bisa pakai, terus hp apa;2;2022-01-12 02:51:33
Rafatar Channel;Is good aplikasi;5;2022-01-12 02:50:14
Endi Marplong;Sangat bgs bet dahhh;3;2022-01-12 02:33:43
Putri Rahmadhani;Hebtt;5;2022-01-12 02:31:52
MUHARDI EKO PUTRA;??;5;2022-01-12 02:30:59
Munir Mun;Okeyy bagus;5;2022-01-12 02:19:59
M Samsul munir;Lancar dan sukses aman;5;2022-01-12 02:18:14
Amalia Diktina;Eror mulu tiap masuk zoom??;2;2022-01-12 02:17:05
Fadly Teknika;Coba zoom perbaiki untuk penyimpanan gambar, saya simpan bgtu dbuka di galery gambarnya hitam semua;2;2022-01-12 01:45:18
Bella Puspita;Membantu bgt;5;2022-01-12 01:42:55
Habibi Yusuf ibrahim;B ajaa;4;2022-01-12 01:28:07
Zidan Zidan;Kalo mau pake bacground di zoom gak bisa pake hp bisa nya pake laptop zoom bagus banget;5;2022-01-12 01:25:35
diana abikusno;Bagus bet dah;5;2022-01-12 01:21:48
ASNT 21;Gk Guna;1;2022-01-12 01:07:58
Hatijah Haris;??;5;2022-01-12 01:02:42
Ismal Halsan;Mabtaaap;5;2022-01-12 00:37:23
Ahmadzuhal Puruhita;Saya agak kesal karna ketika saya mau pindah kelas eh malah eror jadinya saya masuk nya lama;2;2022-01-12 00:22:10
Sarles mk simbolon;Good;5;2022-01-12 00:22:08
bezaleel Ginting;Fitur laptop tolong ditambahkan ke hp ya... Soalnya banyak vitur laptop yang gak ada di hp misalnya, background, background itu sangat penting, saya aja disuruh pake background tapi malah, gak ada, mohon tambahkan fitur laptop ke hp yaa;5;2022-01-11 23:58:13
SYARIEF ACHMAD;Akses cepat;5;2022-01-11 23:57:00
Sophiell;Great.;4;2022-01-11 23:16:44
Jajang Nurjaman;Sangat membantu dalam belajar;5;2022-01-11 22:09:56
Ardi Yansya;Ardi.yansyah;5;2022-01-11 18:18:01
Ukew Broow;Oky;5;2022-01-11 17:16:47
Imron Abi Baha;Mantap...;5;2022-01-11 16:48:28
Sarjono Rbcg;Gambar dan suara jernih;5;2022-01-11 16:45:29
nendy Leslesy;Bagus;3;2022-01-11 16:33:01
Nazfiqa Asrar;Terimakasi;5;2022-01-11 16:12:58
Thresia Yeni;Zoom gak bagus lag terus;1;2022-01-11 15:53:47
mah yuzar;Ok;5;2022-01-11 15:37:13
Sumitro tegela;Mantap;5;2022-01-11 14:54:57
Lover Boy;Can't rejoin removed participants;1;2022-01-11 14:42:09
puspa millatul;Selalu aman dan lancar;5;2022-01-11 14:16:08
Rusmanto Manto;Susah di mengerti;1;2022-01-11 14:07:59
nur haliza;Aplikasi nya bagus tapi saya mohon untuk background bisa untuk semua hp ?????? thanks;5;2022-01-11 13:34:12
Seno Mendez;Baguuuusss;5;2022-01-11 13:28:47
Lilis Safitri;Terimakach;5;2022-01-11 13:23:04
Sutriyati Sarnoto;Masya Allah aplikasi zoom..ckp membantu dlm belajar dngn adanya pandemi skrng ini kita bisa belajar apapun lewat zoom ...;5;2022-01-11 13:22:30
Syallommitha Parhusip;Lumayan .... Tapi inga ada modifikasi kaya gitu;5;2022-01-11 13:04:42
Nunulindarti Tahir;Alhamdulillah memudahkan dalam mengikuti majelis ilmu secara online..;5;2022-01-11 12:50:37
As Sus;Saya suka;5;2022-01-11 12:38:07
SSPS Doloksanggul;Ok;3;2022-01-11 12:18:24
wida dwianto;Ok;5;2022-01-11 12:18:06
A Sachwani Driver;bagus??;5;2022-01-11 12:07:07
Azizah Nabila;Bagus banget!!!!!!! !!!!............???...;5;2022-01-11 11:28:36
Alesha Faiha;Barakallohu fiik;5;2022-01-11 10:56:21
Zafirah Malala Althaf;Bagus??????????;5;2022-01-11 10:36:25
Fely Pangayoan;Ok;5;2022-01-11 10:18:29
Zet44;Bagus sih tapi kok pas saya meeting saya diganggu itu ada iklan ada yang penting pulak meeting nya;3;2022-01-11 09:47:04
MOCH SURYA ATAMIMI;Ok;5;2022-01-11 09:44:26
Alvia windi;hebatt;5;2022-01-11 09:23:37
Masduki Duki;Ok punya;5;2022-01-11 09:07:40
Padila Widiawati;kentang;1;2022-01-11 09:06:57
felda yanti;Sangat bagus aplikasi ini;5;2022-01-11 08:21:46
Riky Wahyudin;Oke;5;2022-01-11 08:06:27
Subandi Utomo;Sungguh luar biasa sangat membantu dan memudahkan terimakasih banyak;5;2022-01-11 07:52:34
BTS. DIAN;Mantap;5;2022-01-11 07:34:56
Nur Bani;Bisa kek ya;5;2022-01-11 07:19:17
Febriyani Caisa;Niceee;5;2022-01-11 07:18:15
Hafiz Najwan;Bagus;5;2022-01-11 07:16:56
Matias Padha;Mantap;5;2022-01-11 07:15:11
Muhammad Taufik;Kok gx bisa d dowlod aplikaasinya;1;2022-01-11 07:02:10
Lionel Cleosa;Bagus;5;2022-01-11 06:56:43
Asrianti ismail;Bagus;5;2022-01-11 06:52:25
busmi rizki;Semoga zoom diaplikasi anroid bisa pake virtual beground,;5;2022-01-11 06:51:33
Muslimin;Keren;5;2022-01-11 06:42:31
Agus Supriatna;Payah Banyak Langkah;1;2022-01-11 06:33:09
Titi 770 ieo;Setelah dihapus, akhirnya kami kembali menggunakan aplikasi ini, udh lama banget tidak pakai aplikasi ini rasanya malah jadi kangen pas udh mulai sekolah daringnya, terima kasih juga untuk zoomnya karena sudah membuat aplikasi yang benar benar bisa digunakan untuk berbagai hal, ini contohnya seperti kami yang kembali sekolah daring, dan menggunakan aplikasi ini, sangat bermanfaat, dan sangat membantu, terima kasih zoom;5;2022-01-11 06:23:34
Ria Agustin;??????;5;2022-01-11 06:05:29
Muslim Hartono;Puas banget;5;2022-01-11 05:58:31
Mingan Sitohang;ok;5;2022-01-11 05:51:20
tedy munthe;Aplikasi ngk jls;1;2022-01-11 05:17:54
KANDOU Fc;good;5;2022-01-11 04:33:43
Mr.Jesse AleXanDer;Bagus cmn gk bsa di geser ke kanan ato kiri;3;2022-01-11 04:31:47
noordiana ulfah;Very helpful app, easy to use, has a lot of things that very useful;5;2022-01-11 04:20:31
Malian Edi;Bagus;5;2022-01-11 03:43:39
Chelsea Amanda;Bagi semua yg tidak bs sign in,bisa pake cara saya,kalian harus tekan sign up terlebih dahulu,setelah itu pilih google,tulis akun atau pilih akun kalian terus ada muncul pease wait dan jadi dehhhhhh Mudah kan?! Lgs coba guys Assalamualaikum see you;5;2022-01-11 03:35:48
King Subey;Sip mantap apk ini;5;2022-01-11 03:08:33
Bambang Jumawan;Ok;5;2022-01-11 02:58:35
Ifa Shiddiq;Memudahkan pekerjaan saya;5;2022-01-11 02:54:45
yuda ragandana;Very Good;5;2022-01-11 02:05:43
deva devarina;????????;5;2022-01-11 02:01:00
8A FAZEL;why when I'm on cam at the host it looks off cam even though it's actually on cam;3;2022-01-11 01:48:01
Yustinus Priyambodo;Luar biasa dan menyenangkan. Sangat berguna. Terimakasih ??????;5;2022-01-11 01:47:18
Sebina Maybellina;Sangat bermanfaat;5;2022-01-11 01:45:35
Marcell Simanjuntak;saya tidak bisa pake zomm;5;2022-01-11 01:12:10
Aerilyn Maritza;Banyak orang aneh. Mereka yang gaptek tp kasih low star ke aplikasi. Kalo gaptek mbok ya belajar. Liat tutorial di youtube. Tanya temen. Hihihi....;5;2022-01-11 00:42:03
evelyn aja;Membantu saya belajar daring??????;5;2022-01-11 00:26:51
Bung Stev Riwuhida;Good job;5;2022-01-11 00:21:04
asmuni harja;Good;4;2022-01-11 00:00:17
Abdurrasyid Al Qodr;Untuk user smartphone tidak ada opsi breakout, pdhl sdh jadi host;4;2022-01-10 23:19:44
Zakariya Anas M;No support picture on picture;2;2022-01-10 22:30:03
Nurul Fauzia;Aplikasi very good;5;2022-01-10 19:17:55
Vk Al-irsyad;Baik;5;2022-01-10 19:11:03
Dewa Hary;Ok ok;5;2022-01-10 17:26:28
tuan takur;tidak ada fitur Virtual Background di HP Oppo Reno 6 5G;1;2022-01-10 17:06:27
Dadah Dadah dedi;Bagu bgt;5;2022-01-10 16:58:05
Alfadhlani Note8;bagus;5;2022-01-10 16:36:38
Dodit Noe;Bermanfaat disaat pandemi seperti saat ini;5;2022-01-10 14:52:15
Achamad Zainuri;Sangat membantu oprasionalnya sistem live..;5;2022-01-10 14:32:21
Milcha Fitriati;Ini gw mau pake walpapre ko ga bisa ya padahal vers nya uda sama dan ikutin cara nya tetep ga bisa,jadi gua terpaksa pake laptop sedian dong fitur walp di hp bukan di laptop/pc aja hp juga dong;1;2022-01-10 14:13:11
Ilyasazuhairy Muhammad;Saya pernah di marketing pland;2;2022-01-10 14:03:47
Farhana Husin;,??;5;2022-01-10 14:03:11
Emanueli Gulo;Resmi note 10S ga bisa ganti Background ??;1;2022-01-10 13:59:09
Andry Herijanto;Good;5;2022-01-10 13:14:34
Ahmadinejad Riziq Ibrahim;Nice app??;5;2022-01-10 13:13:12
alfan car3i;Semoga kedepannya, hp realme dengan ram 8gb bisa menggunakan zoom dengan fitur vitual background;5;2022-01-10 13:11:21
Shindy Puspitasari;Godd buat zomm ama guru??;5;2022-01-10 13:07:26
Tapsir_ Mb;Lumayan;3;2022-01-10 13:02:55
Lenny Tirzayang;Wouw luar biasa dan tidak ribet;5;2022-01-10 12:59:52
Mai Saroh;ZOOM sangat membantu;1;2022-01-10 12:55:29
Teguh Budiwinanto;Di hp ini susah download aplikasi zoomnya knp ya di hp satunya bisa;5;2022-01-10 12:43:24
Agus Widjajanto;Bagus;4;2022-01-10 12:32:48
Yati Ode Aty;Saya bisa mendownload ,tetapi knpa ngak bisa instal yaa;2;2022-01-10 12:27:40
Nur Ummu Yasmiin;Bintang 1 ya ma'af, kalo untuk yg dihutan kaya saya ini signal 4G cuma 2garis dia ga mau nyaut , hitam layarnya, perlu signal yg josss baru bisa oke, ga kaya si anu yg lain bisa dipake meski signal 2garis;1;2022-01-10 11:41:56
Trisna Riyadi;Dengan zoom semua kegiatan jd lancar;5;2022-01-10 11:21:50
Fitri Supriatin OSDA;Cukup membantu;4;2022-01-10 11:11:47
Khairul Anwar M;tolong sediakan background bagi pengguna seluler, agar memudahkan bahi kami pengguna seluler sebab kami lebih mudah memakai smartphone ketimbang laptop dan lainnya..??;3;2022-01-10 11:05:27
Oemar NGZ;Mantaaap;5;2022-01-10 11:02:14
dwi fitri nurhayati;Maaf kasih bintang 3 soalnya mau download kenapa gak bisa ya? Padahal kuota, jaringan, dan room aman banget buat download.;3;2022-01-10 10:49:39
Soni Tania;Seppp;3;2022-01-10 10:37:17
Eryan Syaftari;Good aplication for meeting;5;2022-01-10 09:53:51
Agus Triadi.TouTube;??;1;2022-01-10 09:34:51
popeye kweek;Nice!!;5;2022-01-10 09:29:36
Rusni Solo;Zoom adalah aplikasi bahaya untuk di pakai;1;2022-01-10 09:04:10
Bagas Nur Cahyo Ananda Saputro;Yang ga bisa make virtual background di HP liat spek dlu mas, mbak, dll Minim snapdragon 840an , cek di webnya;5;2022-01-10 08:51:43
Dwi Garden;Ok;5;2022-01-10 08:38:54
Karna Thukul;Ya itu saja ulasan saya tidak cocok dengan reklamenya !;5;2022-01-10 08:38:39
Muhammad Beno Hardian;Sangat membantu;5;2022-01-10 08:34:38
Selvia dwi n;Baik;5;2022-01-10 07:58:12
Muarifin Rifin;Good;5;2022-01-10 06:35:04
Adep Putra;Apk gak guna!!! ??!! ??! ??! ??! ??!!!!!;1;2022-01-10 06:32:47
PAUMIN NG;puas;5;2022-01-10 06:29:54
Alfez Kunaryanto;Zoom di HP gw Redmi note 9pro kok gak support ya, tolong perbaiki zoom nya ya;2;2022-01-10 06:01:25
Erna anonoh;Bagus ya;5;2022-01-10 05:46:15
m zubir;Sangat membantu;5;2022-01-10 04:39:53
SRI YANTO ST;Mantul;5;2022-01-10 04:39:52
Abang Djawa;Ok;5;2022-01-10 04:24:54
Robinson Sinaga;Keren;5;2022-01-10 03:54:59
Wahyu Hidayat;Terimakasih;5;2022-01-10 03:23:50
Muhammad Fikri;Kenapa setiap ngezoom itu suaranya gk ada/hilang, padahal lagi sekolah. Tolong diperbaiki lah;2;2022-01-10 03:14:47
Aisha Zahrani;Bagus kok Apalagi gak lemot gak bayar kwren bangwt pokok nya habistu pas masuk langsung gak kayak roblox ehheheheehhe So bintang 5 keren kasih bintang lima ya plisssss bye bye apa, ?????????? !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Apa liat² kan bener tak kasih ulusan baik??;5;2022-01-10 03:06:45
F;Sampah nge buka kamera sendirinya;1;2022-01-10 03:01:59
Agus Hindratno;Alhamdulillah masih free;5;2022-01-10 02:50:03
Annaria Ndruru;Mantap;5;2022-01-10 02:47:12
Abah Abdulah;aplikasi nya bagus tapi gk bagus??;5;2022-01-10 02:38:55
Glenn Richsen;Karena sangat berguna;5;2022-01-10 02:35:57
sakti adi putra;Good;5;2022-01-10 02:20:13
Roulina Gultom;Apk nya bagus si lumayan;4;2022-01-10 01:48:36
Erni Widiyawati;????????????????????????????????;5;2022-01-10 01:41:58
Edy Syahputra;Mantap;5;2022-01-10 01:35:27
Admen Sayuti, AMK,SKM;Bagus untuk pertemuan;5;2022-01-10 01:32:09
Junerio 1812;Good bless ??????;5;2022-01-10 01:31:49
Annisa Septian Nur'Ihsani;Zoom udah bagus banget kok, lancar banget. Untuk masalah ada enggaknya virtual background tergantung sama tipe hapenya. Gak semua tipe hape bisa di pake. Kalo koneksi nya bagus, lancar banget. Wajar kalo cuman 40 menit untuk yg basic karna lancar dan gak lag;5;2022-01-10 01:31:19
Rosmita Br manjorang;Sangat bagus;5;2022-01-10 01:18:47
Eko Santosa;Ga bs virtual backgroud di smartphone;4;2022-01-10 01:15:54
Slamet Gurido;Mantap;5;2022-01-10 01:12:03
Wiliams Roja;Ss;1;2022-01-10 01:07:36
Jeffrey Kandou;Good;4;2022-01-10 00:51:45
Yeane Kapele;Ok;5;2022-01-10 00:50:59
5 palestina Fato Putra dinata;Saya kasi bintang tiga karna apk ny jelek lebih dari gcr;3;2022-01-10 00:48:52
iskandar sunny;Very good apl;5;2022-01-10 00:44:49
blue adisty channel;Bagus bisa buat aku belajar ??;1;2022-01-10 00:35:06
N S;Bintang 5;5;2022-01-10 00:34:16
william;Kenapa aing gak bisa download zoom asu;1;2022-01-10 00:33:51
Muhammad David Irwansyah;Awega rraa;5;2022-01-10 00:33:41
Didit Irawadi;Bagus sekali;5;2022-01-10 00:27:15
Idrus Harkimi;Mantap. Sangat membantu;5;2022-01-09 23:38:31
Pieters Rivavalist;Banyak manfaatnya.;5;2022-01-09 22:36:42
Ayu Pnd;Bagus;5;2022-01-09 22:28:26
Umar;Sangat membantu;5;2022-01-09 22:17:26
Siti Noorjanah;Puas;1;2022-01-09 21:03:55
midun midun;SANGANGAT BAIK,;5;2022-01-09 19:17:47
Syafa Sabrina;Aku suka;5;2022-01-09 15:41:25
jepri ginting;Ok;5;2022-01-09 15:16:43
NadiraKhrisna Ankibu;Untuk belajar bersama;5;2022-01-09 14:48:42
Leli imelda Silalahi;bagus banget;5;2022-01-09 14:45:06
Elmerr ????;Pengalaman saya menggunakan aplikasi zoom untuk belajar sangat baik dan bagus kok, namun mengapa fitur background di Hp tidak ada yah ? Tolong segera tambahkan karena saya butuh fitur itu...;4;2022-01-09 14:26:45
BAHAGIA CV;Bagus tapi GK ada virtual background nya di hp;2;2022-01-09 13:49:30
Lutfi Rivaldi;Nice;5;2022-01-09 13:34:13
the adilis Edu;Saya menggunakan aplikasi ini untuk belajar aplikasi nya bagus tapi sayang lama bangett tapi tetap saya kasih bintang ????? semoga kedepan nya tambah baik................;5;2022-01-09 12:58:43
Indhia 75;Ok;5;2022-01-09 12:39:31
Beybie Channel;Susah amat downloadnya lalod;1;2022-01-09 12:07:13
MALIK DAIHATSU AMBON;Baik sekali;5;2022-01-09 12:05:11
Relyn Bapitanggene;Tidak bisa di gunakan????;1;2022-01-09 12:03:26
Julia monzlisa;Mga aza aku dengan aplikasi zoom bisa cari solusinya,,, thanks;4;2022-01-09 11:57:48
Benny Waluyo;Bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2022-01-09 11:53:34
Habibal Qolby;Trouble;5;2022-01-09 11:51:52
Deddy Junaedi sidik;Sangat puas;5;2022-01-09 11:33:42
Komaru Din;Ol;5;2022-01-09 10:48:35
Bontor Lbn gaol;Mantap;5;2022-01-09 09:48:15
Soegiarto Prayogie;good;5;2022-01-09 09:40:44
Ali ilham Alfian;Ngabisin kuota;2;2022-01-09 09:18:21
Abah Hdht;Ok coba;3;2022-01-09 09:02:06
Soe Pardjo;Zoom tidak bisa dibuka kenapa ya;5;2022-01-09 08:29:08
Endang Irmawati;Good;5;2022-01-09 07:58:22
Ikhsan Abu Disa;Mantap;5;2022-01-09 07:06:38
Opung Manurung;Senang sekali sayaaa!!!!;1;2022-01-09 06:59:42
Ayu Wandira;Bismilah dicoba dulu ya kalau zoom dapat membantu saya dalam bisnis ini bintang nya akan saya tambah jadi 5.;4;2022-01-09 06:51:13
Djoko Poerwanto26;Bagus & cepat;5;2022-01-09 06:32:28
Ferry Rasoki;Tolong berikan virtual background di handphone juga;3;2022-01-09 05:35:21
Ady Lim;Tambahkan pengaturan kualitas video untuk meeting.;4;2022-01-09 04:51:48
Thimotheus Siki;Komet Timor Indonesia;5;2022-01-09 04:29:35
Jane Cool;Lumayan;5;2022-01-09 04:22:15
Ubakause _;The best;5;2022-01-09 04:01:14
• Matcha_ Official •;MAAFKAN KAMI DEDI ZUM KALO AK MEMBENCIMU DULU???? SKRG BALIKLAH SY LEBIH SUKA ANDA DIBANDINGKAN PTM????????????;5;2022-01-09 03:59:55
Wahyu Untari;Terimakasih;5;2022-01-09 03:13:31
deviola nurani;Bagus bangeymt¡!!!!?????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kenapa bisa bagus bangeyt##########() ())))) (!!!;5;2022-01-09 02:28:45
Dahniar Niar;Bagus;5;2022-01-09 02:08:23
RVP 7;Apk bgsat,buat pnyimpanan kena virus aj;1;2022-01-09 01:59:46
Hel Ma;Bagus kok bagus tp ada sedikit kekurangan tolong secepat nya dinperbiki ya;2;2022-01-09 01:39:48
Setup asih Asih;Zoom sangat bagus;1;2022-01-09 01:19:10
Rina Marwati Official;Baik;5;2022-01-09 00:39:55
illan maulana;Good;5;2022-01-09 00:12:41
Aisyah Rizkina;Kok nggak Bisa login yah? Di buka sign in akun nggak valid di sign up nggak bisa.;1;2022-01-08 23:55:08
Ach Junaedi , S.M.;kenapa hp realme narzo saya yg secara spek mumpuni gak ada virtual backroundnya;1;2022-01-08 23:34:23
Sukoco -;Baik untuk saat ini trims;5;2022-01-08 23:28:33
sumini mini;menunjang pembelajaran daring ????;5;2022-01-08 23:26:37
Afat Fatmiasih;Memudahkan pekerjaan;5;2022-01-08 23:12:23
Saepury js 45;Ok ses;5;2022-01-08 19:07:57
Nasta'in Wae;Aku msih blm paham apa gunanya apk ini;1;2022-01-08 17:07:30
Jojo Tom;Mksih;5;2022-01-08 16:27:00
Andi Id;Mantap ??..;5;2022-01-08 14:15:59
Wawan Widyawan;Baik lancar;5;2022-01-08 13:33:17
ARDIN AKBAR;good;5;2022-01-08 13:32:58
Amanda Alifia;Beberapa hp doang yg ada filter background nya, yg punya aku gada filter background nya:);5;2022-01-08 13:21:11
Marthen Yeimo;Top;5;2022-01-08 13:01:57
Mustaal Jawi albantani;Harus di buat background melalui hp Android jangan hanya iphone;5;2022-01-08 12:59:15
Arya Ahmad;Zoom;5;2022-01-08 12:35:39
Khusnul Alzanah;Bagussssssss;5;2022-01-08 12:22:34
Isra Grèen;Sangat membantu..Luar biasa??????????;5;2022-01-08 10:27:20
Tinah Ida;Oh;5;2022-01-08 09:51:12
Everson Hutagalung;Ok;5;2022-01-08 08:46:38
Nurjaman Arman;Good????;5;2022-01-08 07:40:53
Etty Yunus;Baik dan dperlukan untuk muhasabah diri.;1;2022-01-08 07:18:07
Abu Abdirrohman Zubair;Transaksi lebih cepat dan praktis...lebih hemat pula..he.he thanks flip..baarokallohu fiikum.;4;2022-01-08 07:15:07
Hilda Syifa Syafa;Nyaman dan lancar jika sinyal bagus;5;2022-01-08 06:57:34
Sumarno Drs;Ok;2;2022-01-08 06:54:00
Murtisapto Wahyono;Bagus;5;2022-01-08 06:21:58
Nick Jacquin Borne;Good;5;2022-01-08 06:21:35
Doni Rahmawan;Kenapa saya ga bisa login trs,berkali kali udah di coba ,udah liat di you tube juga tetep aja ga bisa;2;2022-01-08 06:16:38
Kristina Sitepu;Mantap;5;2022-01-08 05:18:42
Djusman Malide;Terselenggaranya meeting berskalah luas dan peserta banyak gunakan Zoom cloud meeting sehingga semua peserta satu arah pekerjaan;5;2022-01-08 05:16:42
Johnson Siahaan;Good;5;2022-01-08 04:38:47
chandra Lekha;Zoom.Cloud Ok;5;2022-01-08 04:38:40
Ahmadi Madi;Mantap;5;2022-01-08 04:23:14
Dumono 29061963;Iy n ypu ki UU io TT yntttm;3;2022-01-08 04:00:46
Herman Herman;Good;5;2022-01-08 04:00:30
steven thomas;Cukup;2;2022-01-08 03:52:22
Dika Putramy;Sangat bagus dan bermanfaat;5;2022-01-08 03:43:20
effi sufyati;Very good;5;2022-01-08 03:06:21
wiwied ssm;Bermanfaat sangat membantu;5;2022-01-08 02:43:55
saeful alamsyah ipul;Baru mencoba;3;2022-01-08 02:35:24
annisa putri;Knp berkali2 tdk bisa di instal;1;2022-01-08 02:22:55
Supiah magdalena br tamba Supiah magdalena br tamba;Mantap sgat membantu;5;2022-01-08 02:21:24
Rani anggita;Mantapsssss;5;2022-01-08 02:08:30
