content;value
Batas kirim pesanan awalny tgl 23 jadi berubah lebih lama 2hari lebih lama. Pembatalan pesanan jd ribet, pdhal sdh 4 hari gak diproses toko, toko hny updte resi yg gak bisa di tracking alias cmn minta di pickup. Area jkt sesusah itu cari counter jnt??;Negatif
Shopee kenapa ya sekarang gak bisa pilih jasa kirim sendiri... Gak kyak dlu kenapa berubah, membuat pelanggan jadi kecewa... Semoga shopee kembali lagi udah gk bsa pilih jasa kirim sndri meskipun ad voucher gratis ongkir tapi tetep aj ada ongkirnya skrng;Positif
1. Pengiriman ditentuin aplikasi... Jadi ngak bisa milih expedisi yang diinginkan 2. Penarikan dana shopeepay sekarang harus menunggu 1x24jam.. Dulu setiap tarik langsung masuk Shopee membuat saya cukup kecewa dengan apknya yang setiap saat ada update 3. Ketika buka shopee apknya sering berat padahal jaringan bagus tapi harus keluar dulu dan masuk lagi baru bisa pencaharian;Negatif
Kalau ada bintang 0 sudah saya kasih. Tolonglah tidak usah dirubah-rubah jasa kirimnya. Yang tau yang mana yang terbaik jasa kirimnya kan pembeli. Balikin seperti semula, kalau tidak mau orang-orang pada pindah kesebelah.;Negatif
Parah. Data akun bocor dan di salah gunakan. Pihak Shopee pun lepas tanggung jawab. Hati hati menggunakan shopee, apalagi mencantumkan data pribadi. Sistem keamanan buruk;Negatif
Disini mau gratis ongkir aja susah, harus top up dulu ke mini market, bikin ribet aja bangke.. Malah memperbanyak live streaming & game.. Sebener nya ini lapak jualan apa game online? Sekalian aja lu bikin tempat cari jodoh..;Negatif
Tolong klo mau ngadain event flash sale serba seribu Bot player nya ditindak tegas. Kasian orang lain yg rela begadang demi HP serba seribu.Tolong di perketat lagi APK Shopee nya. Percuma ngadain flash sale klo harus lawan Bot. Contoh flash sale 44 gua berharap dapat Tab samsung seribu udah nunggu lama eh baru 1 detik barang sudah sold out. Gua curiga klo di Shopee ada Bot atau flash sale nya buat karyawan Shopee.;Positif
Haii minn Kenapa yaa saya tidak bisa mengatur ulang password akun saya? Ketika masuk untuk dikirim nomer OTP selalu server error?? Soalnya saya udah coba dari kemarin dan server selalu error trus saya coba besok nya tapi tetep sama selalu server error Tolong kejelasan nya min Thankss;Negatif
Aplikasinya makin ribet sudah buka leled...berat aplikasinya di menu buat pesanan juga ribet... udah masukin ke kranjang..buat pesanan tinggal... Buat pesanan harus isi ini itu... Gx kaya aplikasi di sebelah...katanya gratis ongkir minimal 0 belanja tapi pas di cekout.. ada ongkirnya...;Negatif
Sya Betul betul kecewa dengan perubahan jasa kirim pada shopee... Dulu kita bisa pilih antara J&T, JNE, SICEPAT, ID EXPRESS DLL. Sekarang udah nggak bisa.. ini betul betul mengecewakan... kalo shopee mau milihin pembeli jasa pengiriman dengan harga murah, saya SANGAT TIDAK SETUJU, karena jujur saya Pribadi Akan pilih Jasa pengiriman dengan Ongkir yang MAHAL ketimbang yang MURAH,, di daerah saya di kalsel disini cuma J&T EXPRESS yang melayani dengan baik dan santun, jasa kirim Yng lain Nggak;Negatif
Hi capek ya sama Shopee? Sama kok aku juga :) Kebijakan baru shopee bikin males belanja online di shopee lagi, bener sih bisa milih jasa kirim, tapi tetep aja gratis ongkir gabisa digunain, saya sebagai pembeli merasa sangat-sangat kecewa, tapi kayaknya bukan saya saja, tapi banyak orang yang kecewa dengan adanya kebijakan baru shopee, kalo gini mending uninstall aja shopee!!! Ganti market place lain aja...;Negatif
Thanks atas responnya shopee Keluhan sdh direspon dengan baik dan masalah terselesaikan. Semoga kedepannya semakin baik dan semakin besar lagi layanan shopee. Update dari komen ini : Mengecewakan, email ke CS shopee tentang Transfer saldo shopee pay yang tidak masuk, disuruh menunggu 1X24 jam, namun kenyataannya sampai sekarang (lebih dari 1X24 jam) saldo tetap belum masuk sampai saat ini, padahal laporan transaksi rekening sukses .;Positif
Aplikasi pembawa rezeki, terimakasih ya shopee . Alhamdulillah aku bisa jualan dengan ambil barang dari shopee. Belanja dengan harga murah. Walau kadang harga murah membawa rupa????;Positif
Ribet yah shopee sekarang masalah jasa kirim.tadinya ga gini deh...bikin seneng belanja karena ongkir juga murah, bisa pilih. Sekarang kok gini banget.buat aku yang jadi reseller ambil barangnya dishopee kan bingung kalo ongkir mahal..gratis ongkirnya juga kadang ga bisa dipake.;Negatif
Kenapa tidak ada opsi pengiriman seperti Shopee express standard, jnt express, dan lain- lain. Dan sudah berubah jadi Reguler. Biasanya voucher gratis ongkir khusus untuk opsi pengiriman shopee express standard Rp. 0. Sekarang sudah tidak seperti dulu lagi. Jika begini terus, semakin hari semakin berkurang orang yang ingin berbelanja di shopee. Tolong pihak shopee untuk mempertimbangkan masalah tersebut. 'Terima ka'sih ;Negatif
Untuk apa dibuat diikan kalau pengguna bisa gratis ongkir dengan cod kalau gak bisa dipakai, motode pengiriman gk bisa pilih padahal dulu sya sering pakai sicepat. Kecewa banget padahal saya selalu belanja disini sepertinya tidak lgi sekarang sebelum shopee diperbaiki seperti dulu;Negatif
bintang saya turunin,saya pengguna setia shopee merasa sangat kecewa karena adanya fitur baru di mana jasa kirim tidak bisa di pilih,jujur ini sangat merugikan karena saya tidak tau paket saya akan di bawa oleh ekspedisi mana karena ada beberapa ekspedisi di wilayah saya yang memang kinerjanya buruk dan pernah memberikan pengalaman yg tidak menyenangkan dalam berbelanja,tolong untuk pihak shopee kembalikan lagi fitur pemilihan ekspedisi karena bagi saya itu sangat penting,saya sangat kecewa.;Negatif
Shopee sekarang payah terlalu arogan dan rakus.. Sekarang opsi pemilihan jasa kirim sudah dihilangkan seolah shopee ingin monopoli bisnis e-commerce padahal kami sebagai buyer sudah punya langganan sendiri untuk jasa pengiriman paket dan kami sudah percaya.. Payah lah..;Negatif
Saya sekarang kurang suka sama Shopee, karena tidak bisa pilih kurir. Jadi pesanan agak lama datangnya, sudah biasa sama J&T Express tapi malah dapat ekspedisi lainnya. Mohon dijadikan masukkan ke depannya, makasih.;Negatif
Semenjak sistem baru diterapkan, saya sangattt tidak nyaman berbelanja di Shopee, katanya mempermudah pelayanan, mana ada mempermudah dengan cara menyulitkan konsumen, ongkir di luar jabodetabek menjadi 300k lebih, sedangkan vocher gratis ongkir hanya mengurangi 10k, harga barang sama ongkirnya mahal ongkirnya, hampir 15× lipat, so... biar bintang yng menentukan. Semakin lama bukannya membaik, malah semakin memburukkkkkkkkkk, tunggu saja pengguna berkurang...;Negatif
Alhamdulillah aku sih udah nyaman belanja di shopee sejak tahun 2019 makin kesini makin ribet tapi untuk keamanan nya mungkin agar srmakin terjaga and terjamin dan ditambah fitur fitur yang ngebantu banget buat aku yang jual online buat jasa kirim buat aku gak masalah karena kita tetap bisa pilih hanya saja makin berat aplikasinya di hp saya jadi kalau mau di update harus unistal dulu aplikasi lain keseluruhan bagus pertahankan ya shopee tingkatkan juga;Positif
Wooy gw order dari tgl 8 bulan april, sampai detik ini ga nyampe jg tuh barang, padahal pakai shopee sameday, 3jam sdh sampai. Kebijakan apaan yg lo buat ? Mau ganti jasa pengiriman nunggu 1 jam dulu, gigi lo ! Lo pikir kerjaan gw cuma nunggu dan ganti jasa pengiriman. Pengajuan pengembalian dana aja lo bikin ribet, nunggu berhari hari. Pulangin uang gw !!!;Negatif
Shopee skrng udh beda, ongkir nya Luar biasa mahal dan pengiriman nya luar biasa lama. Ga kaya dulu ongkir murah paket 1 2 hari udh sampai, sekarang 4 hari aja masih jauh dari kota tujuan. Mencari keuntungan ga gitu juga min;Negatif
Saya udah hilang respect sama shopee, ada aja orang bodoh didalam perusahaan shopee buat ide jasa kirim nya yg sekarang tolol banget, udah voucher nya pelit, makin ga nyaman lama² pakai shopee padahal saya udah pake apk ini semenjak 2017, cuman sekarang ada orang tolol dan arrogant yang udah bikin image shopee kurang nyaman di masyarakat.. Mending pindah ketetangga;Negatif
Kembalikan pilihan jasa kirim seperti dulu.. Sepertinya Shopee akan di tingal... Harus tunggu 1 jam.. Baru bisa ubah jasa kirim.. Lantas apakah metode kirim juga bisa di ubah.. Nambah rumit.. Selamat tinggal Shopee.. Masih banyak olshop lain;Negatif
Shoppe sekarang jelek dengan metode pengirimannya buka keinginan kita dalam memilih pengirimannya malahan ditentukan oleh pihak shoppe sendiri bukan pelanggan/penjual yang nentuin. Sehingga memesan barang malah jadi lama ketika shoppe update tidak kayak sebelumnya (Update jelek).;Negatif
Awalnya saya tertarik dan suka belanja dishopee karna barangnya murah, banyak diskon, vouchernya banyak, dan mudah digunakan tapi sayangnya kok dirubah lg pd fitur jasa pengirimannya, jadinya ngak bisa pilih lg jasa pengiriman langgananku dan ketika saya mencoba masuk checkout, voucher sy ngak bisa dipake, aplikasi shopee skrng ribet pakainya.Semoga kedepannya aplikasinya diperbaiki lagi dan klw boleh saran, tolong ada fitur pengaduan untuk tindaklanjut para penipu yg mengaku2 dr pihak shopee;Negatif
Pengiriman lebih lama, tidak ada kebebasan memilih expedisi, apanya yang dipilihkan sistem biar lebih baik ? Saya lebih tau mana yang terbaik, tracking pun tidak jelas dimana...buruuuk...buruuuk... Sistem baru otoriter.... Kembalikan sistem lama, yg lama lebih baik...;Negatif
Saya kena TIPU Terkait 210329JVAA1KUC ini saya kecewa banget, ga Ada tanggung jawab apapun dari cs shopee, saya sudah bilang pengembalian dana,barang tpi Di tolak karena kaos saya beli ga muat sama tim shopee, tolong profesional say jangan jadi penipu shopee, dimana mana apk belanja online pasti ada retur ini malah di tolak yaa ampun;Negatif
Shopee knp aplikasi sekarang banyak errornya ya makin buruk, saya sebagai seller di Shopee untuk upload product baru bermasalah terus dan ada pemesanan yg belum sukses karena harus menunggu jasa pengiriman yg di pilih secara otomatis oleh sistem belum selesai.... Tolong untuk kedepannya aplikasinya lebih diperhatikan lagi untuk kenyamanan user... Thx;Negatif
dulu nya fans berat shopee tapi kali bener2 dibuat kecewa , paket saya brenti di serpong dengan ekspedisi shopee express sudah seminggu tapi sama sekali gak ada kejelasan , chat admin di pengaduan juga gak ada tanggapan tiba2 sesi d akhir i !! Mengecewakan;Negatif
Kembalikan shopee seperti dulu.supaya bisa memilih kurir,sudah aku tunggu 1 jam tapi tidak bisa di ubah. Terus teruskan saja seperti ini. Aku yakin banyak yang pindah ke tokopedia,dll. bukan cuma aku yang berpendapat seperti itu. Inikah caramu merusak reputasi mu sendiri?????;Negatif
Shopee sekarang mengecewakan. Gak bisa pilih ekspedisi. Kalau di daerah Kalimantan gini ekspedisi umum biasanya JNE & JNT. Tapi sekarang udah gak bisa. Paket yang biasanya datang dalam waktu 3 hari sekarang bisa sampai 10 hari. Kalau gini terus bisa - bisa kita pindah ke sebelah...;Negatif
Sumpah ya shopee kenapa abis update malah error? Dr tadi ga bisa ngecek barang belanjaan udh sampe mana. Dan tulisan nya terjadi kesalahan mulu.. kalo gini rasanya pengen ganti apk lain aja. Shopee skrg ribet, ga kaya dulu;Negatif
kecewa banget sama shopee , 'MOHON KEMBALIKAN SISTEM JASA PENGIRIMAN YANG LAMA' bingung makin terkenal malah makin dibikin anjlok segala ubah sistem jasa pengiriman,voucher extra gratis ongkir banyak yang ga bisa dipake pokoknya kecewa banget mau uninstall aja rasanya.;Negatif
Aplikasi belanja2 paling bagus ku rasa tapi... barusan top up saldo nya ngak masuk, setelah chat agen shopee nya katanya bakal masuk 1x24 jam biasanya saya tidak pernah ada kendala masalah top up ini..jadi tidak bisa menikmati gratis ongkir extra nya;Positif
Sekarang tidak ada kejelasan jasa pengirimanya, pengguna tidak leluasa untuk memilih. Kalo pake shopie expres tuh lama banget pengirimanya. Inih ide orang dalem yang ngotak pemikiranya. Jangan salahkan penguna udah mulai pindah karna gak nyaman.;Negatif
sekarang shopee lebih ribet, ga ada pilihan untuk jasa pengiriman (contoh:jnt, jne, id express, dll). sangat mengesalkan, pilihannya hanya reguler dan kargo saja!!! LEBIH NYAMAN SHOPEE YANG DULU!!;Negatif
Tolong dong shopee, ubah kebijakan kalian terkait pengiriman ini. Padahal udah nyaman sama sistem yang lama, pembeli dibebaskan buat milih jasa pengirimannya sendiri. Malah dirubah ????? Pembeli cuma butuh gratis ongkir, barangnya sampai dan dalam kondisi baik. Pembeli GAK BUTUH rekomendasi pengiriman terbaik dari kalian. Gara-gara sistem/kebijakan baru ini, jadi uninstal shopee dan beralih ke platform lain. Bye bye shopee;Negatif
Maaf aku sangat kecewa. Semenjak perubahan pengiriman. Ogkr jadi mhal bnget. Pdhal sebelum nya. Murah banget+cepet nyampe barang nya. Pdhal aku beli brg. Ntuk dijual kembali. Skrg bingun. Mw jual nya brpaan. So ongkir jadi mhal banget. Sumpah kecewa banget. Jadi susah ntuk dijual kmbli.??????;Negatif
Masalah jasa kirim, shopee bilang metode jasa kirim saat ini adalah pilihan pengiriman terbaik. Taiiii kucing.. Pihak shopee itu mengambil keuntungan dari jasa kirim, sebelum ada perubahan ongkir id express itu hanya 6.000,- setelah perubahan ini ongkir paling murah 8.000,- Kami sangat berharap ada perubahan untuk jasa kirim kembalikan ke semula, jika tidak marilah kita pindah ke aplikasi Lazada, atau Tokopedia. Shopee sudah seperti penipuan.;Negatif
Sangat Kecewa dengan Perubahan jasa pengiriman kami pembeli tidak bsa memilih lagi jasa pengiriman apa yg mw kita gunakan. Kalau bisa tolong kembalikan seprti sblumnya. Byrkan kamu pembeli yg milih jasa pengiriman jangan Otomatis kyak skrng. Belanja di shoppe menurun karena ini. Dulu belnja dsni pilihan pertma tapi skrng pilihan trakhir.;Negatif
Aplikasi yg pasti aku pakai tiap bulan. Karna promo promonya menarik dan gampang buat pemula. Jujur enak bgt si ini, jdi buat yg baru nuoba buka shopee atay download pasti bisa gunain karna semudah itu dibuat dan banyak informasinya.;Positif
D update maksud hati biar lebih cepet trnyata malah lebih lelet. Mw liat produk aj lama banget kbuka foto nya. Pengiriman nya tambah mahal. Biasa gratis ongkir nya eh malah alamat biasa ga terdeteksi oleh jasa pengiriman katanya. Hadeuh..... Shoppe mulai gak asik;Negatif
Oh paham deh sekarang, kenapa shopee bikin pembaharuan kayak gini.. karena ekspedisi milik shopee 'SHOPEE EXPRESS STANDAR' gak laku kan? Makanya jasa kirim diubah dengan sistem seperti ini. Pelanggan jadi gak bisa milih ekspedisi yang biasa dipakai. gimana engga? Kalau aja estimasi 'shopee express standar' itu cepat. pasti kita juga bakal senang pakainya kok. Kenyataannya tidak. Dan skrg pelanggan dipaksa untuk menyukai ekspedisi mengecewakan itu.. yang saya biasa pakai JNT EXPRESS MULU.??;Negatif
Tolong dong balikin kaya dulu, biar konsumen bisa pilih jasa expedisi sesuai dengan yg konsumen mau, klo kaya skrng malah jadi gk bebas, saya biasa pake si cepat dan jnt, skrng jadi susah nih,, mohon di perbaiki;Negatif
Maaf shopee, aku udah terlalu nyama dgn sistem jasa pengiriman yg duluu, knp harus dirubah, sumpah aku tinggal di pelosok jd ongkirnya sangat mahal, dulu aku bisa pilih jasa pengiriman yg agak murah.. kembalikan sistem yg dulu aja hiks;Negatif
Semakin gak jelas gak bisa pilih kurir.. Biasa pake kurir j&t yg udah langganan. Sekarang malah seenaknya pilih kurir jadi suka beda beda harus nanya2 alamat lagi.. Kalo kurir yg udah langganan kan udah tau. Unistal aja lah pindah ke sebelah;Negatif
Semenjak ada kebijakan perubahan ekspedisi pengiriman yang baru, orderan saya biasanya pagi order sore kirim besok sampai, lah ini sudah 5 hari belum sampai untuk pengiriman shopee ekspress milik anda maruk banget anda jadi orang kan sudah ada ekspedisi yang biasanya anda fokus aja di aplikasi olshopnya perbaiki aplikasinya yang lelet tiap masuk harus close dulu info yang di tengah layar, DAHLAH... Jangan dibales males ngebahasnya.;Negatif
Kecewa dg kebijakan baru ttg jasa kirim, saya padahal pengguna shopee udah lama bgt, mending yg dulu bisa memilih jasa kirim dg ongkir yg bisa pilih sendiri, saran saya mending dikembalikan kyak dulu lg kebijakan jasa kirimnya ya, kalau engga mending pakai app lain aja hehe;Negatif
Sy pengguna setia shopee Selama pandemi sy berjualan online lwt shopee... Untung sy lumayan bisa buat kebutuhan sehari-hari tp sy merasa terbebani dengan ekspedisi yg sekarang Tolong kembalikan jasa pengiriman yg dl Sy paling nyaman pake jasa pengiriman JNT karena bisa gratis ongkir dan ada sistem cod nya, kurirnya juga oke, cepat smp tujuan. Sy ibu rumah tangga seharian kebingungan karena orderan sy ga bisa terkirim secara maksimal... Sy mohon dipertimbangkan lg untuk tdk mengacak pengiriman;Negatif
Untuk aku yang di daerah Jawa tengah pelosok cukup membantu sih, biasanya kalo beli barang di Jabodetabek ongkir 27k sekarang 23k cukup murah, tetapi lebih enak memakai metode yang dulu karna bisa milih ekspedisi yang paling murah.;Positif
Shope sekarang sangat mengecewakan,masak shopepayletter dan shopee pinjam sudah dibayar dan katanya diproses 1x24 jam sampai sekarang buat chek out dan Klaim vocher tidak bisa karna akun saya dibatasi karna terkait akun yang belum membayar tagihan,setelah akun yang terkait dengan saya tersebut sudah membayar masih ajah shope saya sendiri tidak bisa chek out dan masih dibatasi,percuma donk saya bayar tagihan tepat waktu tp pelayanannya mengecewakan begini....tau gitu gak tak bayar saja sekalian;Negatif
