userName,content,score,at
Farrel Ramadhan rastiyo,Tolong kasih background saya mengunakan ponsel,5,2022-07-02 04:19:22
Jamjam Nur,Good,5,2022-07-02 03:25:54
Alwi Bowo,Baik menerima orderan,5,2022-07-02 03:13:23
Maria Intan,LO ITU ANJJJJ GW MAU ZOOM MEETING KGK BISA ABJ ASUUUU,1,2022-07-02 02:57:57
Fatimah Ratnaningtyas,Kualitas bagus,5,2022-07-02 02:52:51
ArTa94,Recommended!,5,2022-07-02 02:37:16
shafiya qolbi,Bagus,5,2022-07-02 02:22:44
Iyut farhan,Ok,5,2022-07-02 01:57:58
sovia marlina,Goooooodddddddd,5,2022-07-02 01:18:31
Nurul Jadidah,Tidak bisa diinstall,1,2022-07-02 00:42:36
el azizy,"over all sudah bagus, tapi untuk beberapa hp dan laptop dengan spesifikasi yang standar tidak dapat menggunakan virtual background, tolong ditingkatkan lagi agar dapat menggunakan virtual background minimal yg blur. Serta ditambahkan fitur pengaturan kualitas video supaya kuota yg terpakai dapat diatur/ tidak terlalu boros.",4,2022-07-01 22:50:20
Chilma Febriyanti,aplikasi yang sangat bagus,5,2022-07-01 22:37:56
Linda Astuti,Aplikasi yang sangat membantu,5,2022-07-01 21:01:15
Nur Iklas,Mantap,5,2022-07-01 19:14:29
Pengguna Google,The best,5,2022-07-01 17:06:56
ical,masih perlu di tingkatkan konektifitas dan fiturnya,4,2022-07-01 15:47:53
Johar di datuk,ZOOM juga hilang dilayarku bantulah yoo,5,2022-07-01 14:36:07
Rumrem Maxlin,Bagus,4,2022-07-01 13:38:25
NY Omah Klambi,Mn tabs,5,2022-07-01 12:27:29
Zahra Rafilah,Hadeeeeeeeeeeeeee......,5,2022-07-01 12:04:39
yuliani Puspitasari,Aplikasinya sekarang sangat buruk !!!!!!!!!!!!!!!!!!! Ga bisa d rekam layar pakai hp kalau d rekam layar ga ada suaranya . Tolong ditingkatkan,1,2022-07-01 11:55:29
Bagya Jhata,Cba dlu ahh,2,2022-07-01 10:54:09
Herlon Tauran,😇😇,5,2022-07-01 10:19:31
Dendi Setiawan,Mantab👍,5,2022-07-01 09:49:34
Anggi Aristin,sangat membantu,5,2022-07-01 08:55:46
Iwan Purwanto Pai,Good,5,2022-07-01 08:39:35
mokhamad rojihi,Mantap,5,2022-07-01 08:20:29
CECUWER TV,Mantap,5,2022-07-01 08:01:10
Rino Saputra,Aplikasikan nya bagus . terimakasih,5,2022-07-01 07:55:08
Ayu Kistyari,Ok,5,2022-07-01 07:08:50
Nike novar,Kenapa zoomku gak bisa di gunakan lagi ya?,3,2022-07-01 06:59:59
Rahmat Endra Mulyono,"Oke, coba dulu ya.",4,2022-07-01 06:44:39
ashashi ii,Ok,5,2022-07-01 06:40:47
Sahril Umar,Baik,5,2022-07-01 06:04:16
Go Otoparts,video save sering ngebug,2,2022-07-01 04:56:50
Iskandar Idrus,Mantap,5,2022-07-01 04:02:13
Bunda Amora,Oke,5,2022-07-01 02:52:36
Eneng Fina,Tolong ini kenapa yaa aplikasi zoom nya sekarang susah di instal,1,2022-07-01 02:22:48
fadli arianto,Good,5,2022-07-01 01:21:11
suryana saputra,Kenapa suka susah masuk,4,2022-07-01 01:17:25
Nadiyatul Hikmah,Bagus,1,2022-07-01 01:00:08
Nur Hidayati,Ok,5,2022-06-30 21:59:53
Haddy Addy,Aplikasi ok,5,2022-06-30 19:49:59
Imam Maulana,Sangat bermanfaat apalagi untuk kita rapat pekerjaan .,5,2022-06-30 16:20:07
Mohamad Ikbal,Virtual background for sony,5,2022-06-30 15:40:41
Rachmank Dp Paewa' 92,Berkat aplikasi ini saya bisa berbagi tanpa ribet,5,2022-06-30 15:24:44
lambang winardi,👍👍👍👍👍 jempol buangetttt,5,2022-06-30 15:19:30
Sumase pro,Ok,5,2022-06-30 12:38:47
Puji Rahayu42,Instal berkali-kali tapi selalu gagal pdhl memori dan sinyal aman.,1,2022-06-30 12:37:14
Abi Hamzah,mohon di tingkatkan lagi untuk pengunaan di xioami mipad 5 di mode pc kamera eror,1,2022-06-30 11:29:44
Billy Brando Massie,Perlu dikembangkan,1,2022-06-30 11:26:13
Supriono SE,Semoga makin banyak fitur,5,2022-06-30 11:24:57
Yovita Karni Diuk,"Baru 2 hari update ,,di suruh update lagi... habisin kuota ga sih",1,2022-06-30 10:07:59
Erry Gusman,Sangat berguna,5,2022-06-30 09:43:44
jekson tanjung,Virtual bagroundnya tidak bisa di gunakan fan nga jelas dah nyesal downloadnya,1,2022-06-30 08:53:39
Hari Suryanto,Great,5,2022-06-30 08:18:44
Billie Bong,Ook,5,2022-06-30 07:38:28
Wahyu Kuncoro,Mantap,5,2022-06-30 06:48:06
muhammad suprayitno,Berguna,5,2022-06-30 06:30:36
Sutarto Haryaningrum Onny Aditya Anand,"Aku mengandalkan Live Zoom ini untuk transmisi ke Hotel Radho Syariah di Wide Screen nya atau Big Screennya , dengan sistem broadcast dari dalam Studio Musik untuk Live Music Performer Entertainer dari Revilla Musik semuanya nya , jam 19.30 wib dan jam 22.00 serta ending jam 00.40 wib atau jam 02.20 wib , tergantung sikon kestabilan internet nya , untuk menghalau wanita wanita cantik yang suka merayu gitarist playernya, karena menganggap setelah tampil dapat uang banyak dan berfoya foya di hotel",5,2022-06-30 06:07:19
Budi Narimo,Mantap,5,2022-06-30 06:07:06
Kurniadi darmawan saputra Saputra,Mantap,5,2022-06-30 05:38:07
Andre Ebenezer,Perbaikan penuh nya tolong,3,2022-06-30 04:25:47
Mariza Tanjung,Mantab,5,2022-06-30 04:20:14
firdha tam,Good,5,2022-06-30 03:13:04
Nur Dede Hidayat,Good aplikasi,5,2022-06-30 03:12:20
hery sutrisman,Gut,5,2022-06-30 02:24:38
Enjellika Manulang,Kak kok aplikasi nya ngak bisa di download ya? Padahal memori saya masih banyak tapi tidak bisa di download knp ya?,1,2022-06-30 02:11:26
Sri Nurfatmawati,Bagus,5,2022-06-30 02:06:39
Nur Wahid,Sangatlah membantu bagi saya driver go-jek trimks,5,2022-06-30 01:46:40
Ernitha saputra,Pembaharuanya makin sulit untuk di gunakan,3,2022-06-30 01:26:14
Cahya Maher,Excellent,5,2022-06-30 00:59:42
muhammad akbar,Ok,5,2022-06-30 00:21:18
Doni Maulana,Mempermudah untuk kuliah,5,2022-06-29 22:39:00
Hambali,Samsung A52 dan aplikasi ini gak bisa di install.. Cakepppp,1,2022-06-29 22:35:16
Widy Widyarti,okeh,5,2022-06-29 22:18:09
Dede Abdul,Baguuus,5,2022-06-29 22:10:13
BUDI STNK JAYA,"Sangat membantu,tapi akan lebih baik lagi bila di tingkatkan kualitasnya.biar tambah bagus lagi",5,2022-06-29 15:21:19
Jaka Agung Jaka,Mantap,5,2022-06-29 14:37:36
Fitri Aniii,lambat,1,2022-06-29 13:54:55
Erwin Frank,Nice,5,2022-06-29 13:14:49
Nur Azizah,saya sudah download kok malah gak bisa² ya kenapa tolong,2,2022-06-29 13:10:42
Karolus valentino Yusaga,👍👍👍,5,2022-06-29 13:09:25
Ekha Sartika,Okokol,5,2022-06-29 12:57:55
Siti Komariah,"Puas , suara jelas",5,2022-06-29 12:43:22
Suhanda Bonmat,Ok sip siap lanjut thanks,5,2022-06-29 12:30:50
Dirham Mohammad,Insya Allah tidak mengecewakan,5,2022-06-29 12:21:23
Nuryana,Nub,1,2022-06-29 12:00:48
Hartatik NP,Memudahkan meeting,5,2022-06-29 11:57:26
Diyan 80,GILANGA2,5,2022-06-29 11:43:26
Kartika my channel Candratrilestari,Sangat penting dalam pembelajaran,5,2022-06-29 11:11:51
Irfan Idris,Luarbiasa,5,2022-06-29 09:03:08
ketut sutarma,"Manfaat & fungsinya dlm memfasiltasi acr2 pertemuan baik resmi maupun tdk resmi (terbatas utk keluarga) sangat support apalgi situasi pandemi ini benar2 sangat membantu shg tercapainya tujuan yg sdh direncanakan & diinginkan. Trrima kasih, gd job👍🙏🏻",5,2022-06-29 08:59:18
Nuralyah,Okeeee,4,2022-06-29 08:27:52
Rizqy Hanint Roficho Akbar O,Keren bgt,1,2022-06-29 08:14:43
Halifa Lamudu,Sangat membantu,5,2022-06-29 08:09:32
Charlie hambalie,Membuat meeting jadi mudah dan cepat 👍🏻,5,2022-06-29 07:45:18
mira miranti,Aq kasih 4 bintang krena setiapbbulan pasti sellu minta di updute,4,2022-06-29 07:31:12
Ade Maryono,Oke..,5,2022-06-29 07:23:13
TIO DUARTE,BAGUS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,2022-06-29 07:20:03
IMade Putera S,Bagaimana ini bisa lebih baik ?,5,2022-06-29 06:51:54
moh alimuddin,Ok,5,2022-06-29 06:48:45
Suara alam Timore,"Maksh ,",4,2022-06-29 06:37:07
Yenita Lumiyus,Hp sya Xiaomi m4 pro 6/128 kok ga bsa pake virtual background? Kecewa saya..,3,2022-06-29 05:30:01
Vrigitha Tehnik,Luar biasa,4,2022-06-29 05:25:02
Justin Ajja,Mantap,5,2022-06-29 05:04:32
Rara nia Rere,Bagus baget dah apelikasih nya,5,2022-06-29 03:44:01
Andi Harifin,Makasih Sangat membantu,5,2022-06-29 03:23:22
ventje Pangalila,Good,5,2022-06-29 02:55:59
Bayu Bayu,Ok,5,2022-06-29 02:54:53
Firdaus sipil,"Sy sering menggunakan aplikasi zoom, bermanfaat sekali utk kegiatan saya",5,2022-06-29 02:02:15
I Wayan Sukrayasa,Mantap,5,2022-06-29 02:01:18
Nasthyn Dewa-wedimu,Good,5,2022-06-29 01:53:28
hari siswanto,Mantap,5,2022-06-29 01:07:59
Hatta Alle,Mantap,5,2022-06-29 00:55:52
Felix Ferdian,Mantap,3,2022-06-28 23:29:03
Herlina omar,Memuaskan,5,2022-06-28 22:14:19
Khairul Musyadda,Ok,4,2022-06-28 21:22:06
Alya Permata sari,Kok klo download mau selese balik lg ke install ga,3,2022-06-28 19:16:48
Finaaa aml,Lag,1,2022-06-28 17:15:05
Badruzaman Maman,siip,5,2022-06-28 16:13:21
Afih Geboy,Ok,5,2022-06-28 15:36:50
M.Saad Ujang,Cukup memudahkan,5,2022-06-28 15:12:39
MasDin Official,Oke,5,2022-06-28 14:47:44
Nur Hidayah,Untuk sementara 3 dulu karena sy blm pernah menggunakan apl jni.mudah2an bgusa dan mudah di gunakan.terima kasih,3,2022-06-28 14:36:09
swasnita sihotang,Sangat bagus,5,2022-06-28 14:29:29
Nia Dehi,Alhamdulillah wasyukurillah..banyak.manaatnya kajian2nya,5,2022-06-28 13:35:30
CUT MSH,Good,5,2022-06-28 12:24:54
Danti Sundarti,Bagus membantu,5,2022-06-28 12:24:14
Gunawan Saputra,Sangat bagus,5,2022-06-28 12:22:32
Meiman Gulo,Mantap,1,2022-06-28 12:20:34
sahar udin,Terjadi kendala pada saat download,1,2022-06-28 11:57:12
-Nathan`,Ok,5,2022-06-28 11:23:29
andykaboepati,Ok,1,2022-06-28 11:11:35
lenie Sihite,Jaringan kurang bagus.sinyal jg jelek,5,2022-06-28 11:11:03
Donny Walewangko,Ok,5,2022-06-28 10:57:53
Aep saepudin Aep Saepudin,good luck,5,2022-06-28 10:30:31
Tan hwie Liang,Baik.,5,2022-06-28 10:22:46
Madun Tiger,Bagus,5,2022-06-28 09:31:07
Selvi Iiow,Aplikasi ini sangat bagus,5,2022-06-28 08:33:01
Alex Muharam,Ok bgt,5,2022-06-28 08:28:48
Kecamatan Tebet,baik,5,2022-06-28 08:16:16
Sandi Mulyadi,Lyang.mnvb,5,2022-06-28 07:58:17
Hery Kurniawan,"Sy update, akan tetapi saya belum bisa memunculkan menu virtual background",5,2022-06-28 06:39:52
puspito heri prasetyo,Tidak dapat d instal,1,2022-06-28 04:52:08
Solihin Albanjari,Top,5,2022-06-28 04:31:34
Abdul Karim,Aplikasi sangat bagus untuk mengikuti meeting terutama yang ingin memperdalam pelatihan di prakerja🤗,5,2022-06-28 04:20:39
TRI UNTARI OFFICIAL,Nice,5,2022-06-28 04:10:21
KANGSAUDIN CANNEL,ok,5,2022-06-28 04:00:52
HASANUDIN,Kenapa tidak bisa pake background di android ?,3,2022-06-28 03:33:31
karolus ngambut,Ok,5,2022-06-28 03:31:57
HENDRAWATI TMG,Sangat membatu... Kembangkan terus... 🙏🏽🙏🏽🙏🏽🙏🏽,5,2022-06-28 03:19:52
dani hamdani,Bagus,4,2022-06-28 03:07:54
Loeqman Hakim,Bagus,3,2022-06-28 02:54:31
Jdr Sasak,Sangat Membantu dan Lura Biasa,5,2022-06-28 02:34:43
Yanida Waruwu,Aplikasi ini bagus,5,2022-06-28 02:30:55
Muh Yusuf,. C,4,2022-06-28 02:08:03
Oktaria Wld,Oke,5,2022-06-28 02:00:31
Diana Serlahwaty,OK banget,4,2022-06-28 01:58:43
Lutfiah Miftah,Baik,5,2022-06-28 01:30:51
Ramdhan Nugraha Slamet,"Sudah bagus, cuman sayang hp udah cukup canggih juga banyak yang gak bisa pasang virtual background karena masih kurang speknya",4,2022-06-28 01:28:52
Yahya Mauhelu,"Sejak menggunakan zoom untuk kegiatan rapat, saya jadi betah ditempat tugas.",3,2022-06-28 01:23:34
Darma Jakarta,Baik,5,2022-06-28 01:04:19
Christian Purba,Sangat berguna,5,2022-06-28 00:48:10
Kayla. Salsabila,b g s 👍🏻,5,2022-06-28 00:07:35
Andi Raya,"good, but need virtual backgroud",5,2022-06-27 23:37:04
Dwi ardian sari,Aplikasi kurang bagus,1,2022-06-27 22:16:58
H.R Wirnady,Bagus semua,5,2022-06-27 21:29:05
Dede Heri,Lumayan bagus,3,2022-06-27 21:00:40
maftuhin niam,Joss...,5,2022-06-27 17:22:49
Silvi Alifia Putri,Bagus,5,2022-06-27 14:31:26
Awiek 0923,Ok,5,2022-06-27 14:01:34
SAM ASMR,why can't change background on the phone?,3,2022-06-27 14:01:13
Arum Slaksa,"Apl yang sangat luar biasa, bermanfaat sangat untuk metting online",5,2022-06-27 13:57:39
VIVO Y12S 2021,Berat aplikasi zoom nya,2,2022-06-27 13:53:24
Sari Nah,Weyekalo Reuyiohmaenemaraka,5,2022-06-27 13:45:59
Andi Wibowo1977,Bantai dajjal khilafah dari bumi Indonesia,5,2022-06-27 12:37:29
Jam Mii,Sangat membantu bisnis,5,2022-06-27 12:14:21
Reny Erland,"Inyong ora ngerti bahasa inggris, nyong orang indonesia",1,2022-06-27 10:43:35
ILHAM PRANATA - KAYAN MLARAN,Mantap,5,2022-06-27 09:33:55
Budi Setiadi Pangestoe,Good application,5,2022-06-27 07:10:07
Eddrian Sendi,Baik,5,2022-06-27 06:42:09
Deding Deding,Sangat mebantu bagi orang yg sangat mabituh kan nya,5,2022-06-27 06:24:00
Hendrik Febriady,Mantappp,5,2022-06-27 05:53:29
ely lestari,Aplikasi paling banyak digunakan di era pandemi 2019-2022. Terimakasih pengembang aplikasi zoom ini,5,2022-06-27 05:43:13
Sofyan Djanihi,Sangat bermanfaat,5,2022-06-27 04:18:47
Sabrina Yulheri,Bagus,5,2022-06-27 03:50:35
Safrulloh. SH,Mantap,5,2022-06-27 03:15:05
Andi R Situmorang,find god,1,2022-06-27 02:59:34
Dra Sugiyanti,Semakin bagus suaranya,5,2022-06-27 02:52:49
Nanang Herjunanto,Good,5,2022-06-27 02:16:44
Syafqa Syafqa,Mantap,5,2022-06-27 01:58:36
Rihel R,Mudah aplikasi dan bernanfaat,5,2022-06-27 01:17:12
MT Official,Nice,5,2022-06-26 18:31:22
Aris Wijaya,Goood,5,2022-06-26 15:56:28
SYAHAR NUR,Sangat membantu sekali dan mudah digunakan,5,2022-06-26 15:23:59
Muhamadnur Fadillah,Mantab,5,2022-06-26 14:46:02
Nurhidayat,Ok,5,2022-06-26 13:45:45
Fanna eka Putri,Bagus,4,2022-06-26 13:26:17
Syahril Hamidi Daulay,Ditingkatkan,4,2022-06-26 13:23:33
Lisa Kamislina,"Sangat membantu saya dalam tugas, webinar ,pelatihan dan lainnya",5,2022-06-26 12:07:47
Samriah Nasution,Ok,5,2022-06-26 11:10:24
Nazly aisiva Nazly,Kren,5,2022-06-26 10:49:39
Yuli Kurniasari,Good application for education,5,2022-06-26 07:56:31
Yani Tatroman,tc,3,2022-06-26 07:55:43
Mariadi Om,"""""Bermanfaat """"",5,2022-06-26 07:52:06
Sanci ismau,Sangat membantu,5,2022-06-26 07:42:04
Istiyani IST,*Sangat membantu dalam mengkomunikasikan informasi kepada yang akan mengikuti perkuliahan secara daring online menggunakan media zoom meeting.*,5,2022-06-26 07:11:12
Kua Pasilambena,Good,5,2022-06-26 06:55:08
Naldi Ajaa,aplikasi yg bagus,5,2022-06-26 05:40:25
Abdul Karim Syahputra,Sekarang tidak ada menu pengaturan virtual background nya..,3,2022-06-26 04:46:41
Tanda Tanya,Bagus good,5,2022-06-26 04:43:33
sri lestari,Mantap,5,2022-06-26 03:02:54
Mamot Nor,Top,5,2022-06-26 02:59:44
Alis Komalasari,Knp blm bsa d dwonload ya.. Pdhal dlu bisa dwnload dch..,1,2022-06-26 01:50:43
Mukhlis Ulis,Membantu dalam pelatihan dll terimakasih,2,2022-06-26 01:32:01
Dewi Kumalafitri,Maasyaa Allah tabarokallah,4,2022-06-26 00:07:13
Nato da Costa Pereira,Lumayanlah,2,2022-06-25 23:36:03
Nur Kumala,Bagus sih Alhamdulillah lancar,4,2022-06-25 23:35:27
Hafiz Hasyim U,👍,5,2022-06-25 22:27:14
Kharisma Nurul Azizah,"Saya sangat kecewa,bahasanya tidak bisa dirubah tolong bantuannya!",1,2022-06-25 17:24:27
Reza Arap,Ga bisa login 😭,1,2022-06-25 16:55:27
Ekaauliasn official,Gabisa di instal,1,2022-06-25 15:04:26
bion 123,Zoom tol saya gk bisa login☝😡😡😡🥵,1,2022-06-25 13:43:02
Kurrota Ayyun,"Haduh.. bolak balik instal kagak bisa, ngabisin kuota lagi",1,2022-06-25 12:28:48
Dinta Prasetiya,Pokoke yo ngunu,5,2022-06-25 11:53:45
Arvino Nazriel,Sangat membantu buat meeting kelas prakerja,5,2022-06-25 10:04:19
Hasbi Saubil haq,Cri lagu dngdujudul bayanganmu elpi sukaesih,1,2022-06-25 08:10:12
kenzo george visser visser,Sahngad baik,1,2022-06-25 08:02:23
Topan Andika,Kurang paham,3,2022-06-25 07:04:13
muhammad wahid,Mantap jg,5,2022-06-25 05:53:48
yohana anjeli philippus,Bagus,4,2022-06-25 05:15:44
Dita Wulan,Lancar,4,2022-06-25 05:11:30
Ganteng S,Tolong untuk fitur virtual background harus disemua perangkat bisa di gunakan.,4,2022-06-25 04:17:40
Yulpiana Darwis,Sangt baik,5,2022-06-25 03:50:57
Arah,Sangat mudah,5,2022-06-25 03:16:41
Belajar Dong,saya sangat suka,2,2022-06-25 03:04:53
Deni Jaya,Baik,5,2022-06-25 02:53:26
AHMAD ABDULLAH HASAN SIDDIQ,Ok,5,2022-06-25 02:15:31
Romadhon 0303,Tdk dpt menggunakan baground pada HP tertentu,1,2022-06-25 02:03:02
Aunur Rofik,Bantab.. sangat membantu saat meeting..,4,2022-06-25 01:19:58
Adventure Com,Mantap,5,2022-06-25 01:13:53
Gaspar Yohanis,Mohon d UP lagi buat Hp,3,2022-06-25 00:57:27
aksamina rade,Download nya lama,4,2022-06-25 00:44:32
Indar Dewa Indar,Bagus,3,2022-06-25 00:35:42
Amrizal Amril,Ini 9p.jou№$4 8o6¤ ad2 8558n k,3,2022-06-24 23:39:19
Habib Agropolis,Keluar terus..,5,2022-06-24 23:26:40
Muhammad Mufiid,Ok bagus,4,2022-06-24 21:23:25
Sukamto ATO,Bagus,5,2022-06-24 17:15:29
Tia Monika,Ed8doeylzyzlheslpzlmmfvc5a5tjf8j3yfi6e2k8yht9tixhdkfjjfxxhtk tsi9dhgenxhngjxkgdgjxjxgjxb 2keeu9u3fi9ihendlhcjjgķzhddhxhduxjgkddhkcbthb3ddthnbfosgcbncfyxjymxhxksshx,5,2022-06-24 15:49:53
zaky benkhudri,good thing,5,2022-06-24 15:34:20
Muhammad Kadafir,Baik,5,2022-06-24 15:30:39
LALU ZULKAIZAN,Lumayan membantu tetapi sering lemot dan tidak stabil mungkin karena sinyal jaringan atau aplikasi? Mungkin salah satunya bisa benar.,3,2022-06-24 14:31:06
XB# COD,semoga bagus APLIKASINYA,4,2022-06-24 13:59:33
mangara tambunan,Knp aplikasi zoom sy mendadak hilang dr data aplikasi yg tdk terlalu byk yg sy miliki,5,2022-06-24 13:58:09
Ferdi yan,Good,2,2022-06-24 13:06:49
Muhammad Bazher,Ok,5,2022-06-24 12:42:46
Agus Budi Priatna,Amazing we lah...,5,2022-06-24 12:14:46
Veri Hendri,Ok,5,2022-06-24 12:04:56
Andi Dika,Sangat membantu,5,2022-06-24 11:29:20
tri saryana92,Ok,5,2022-06-24 10:10:27
Putra Az-zayan,Kurang dlm semua segi,1,2022-06-24 10:00:11
Umar Sereka,Hehe,3,2022-06-24 09:17:39
Kidung Sarira Rahayu,Sangat membantu dalam melakukan berbagai kegiatan yang saya lakukan.,5,2022-06-24 08:30:09
Maryam Luthfiyatulladzidzah,Kadang gak bisa dikasih foto jadi kurang bagus,4,2022-06-24 08:13:16
Cianjur Jago,Ok,5,2022-06-24 07:19:55
Yelna Delvi,iaoosoa,2,2022-06-24 05:08:57
KIRANA CHANEL WIRASWASTA,👍👍👍👍,5,2022-06-24 04:45:49
Adie Bagoes,"Aplikasi bagus, sangat membantu..",5,2022-06-24 04:25:37
Kenz Rio,Aplikasi asu,1,2022-06-24 03:22:28
Aditya Pratama,Aplikasi ini tidak sehat. Membuat orang malas bergerak,1,2022-06-24 03:21:54
Asep Abdul hamid,Keren,4,2022-06-24 03:02:49
"Muslih, S. Pd",Bagus aplikasinya,5,2022-06-24 02:16:28
Saiban's.03,kerend.bisa smua bergabung dgn grup meeting dan bertatap muka lewat vidio,4,2022-06-24 01:37:39
Zainurwati Incim,Ok,5,2022-06-23 23:21:51
Arief Wijaya,Aplikasi meeting yg mantapp...,5,2022-06-23 15:41:29
Budiman,"Luar biasa, manfaatnya....",5,2022-06-23 14:07:38
NAZWA AULIA PUTRI RANGKUTI,👍,5,2022-06-23 13:54:35
Siga Wino Wole,Oke,5,2022-06-23 13:49:32
Rahardian Luthfi Ananta Wibawa 19_095,"BARU LOGIN LANGSUNG KE ON CAM, ""GUA LAGI NEROKOK MALAH KE ON CAM PAS LAGI PEMBAHASAN MATERI KKN"" 😤😤😤",1,2022-06-23 13:31:02
Elsa Rahma,Cakep,5,2022-06-23 13:15:34
Ali Abdullah,Good,5,2022-06-23 13:06:06
Widodo Awaludin,Mantap,5,2022-06-23 13:04:13
Muhammad Faisal Anas,Keren,5,2022-06-23 12:40:26
Riyadi Akhmad,Mantep,5,2022-06-23 12:14:24
tedy agustian,Very good,5,2022-06-23 12:08:01
Aryo Ariyanto,Uye,5,2022-06-23 11:50:17
Kiki Amalia,Kenapa versi terbaru malah ngga bisa buat virtual background ya? Padahal hp sudah support,2,2022-06-23 10:20:37
Guga26,Kurang bagus lama2,2,2022-06-23 10:12:37
Nurlailan Nazlatul karni,Top banget,5,2022-06-23 09:57:41
Valen Tina,Ini kok g bisa di dowload,1,2022-06-23 09:53:52
Bambang Hendri,Very support..,5,2022-06-23 07:42:53
Roland Ganteng,Good,5,2022-06-23 07:13:40
Budi Prasetyo,Ok,5,2022-06-23 07:11:55
Saeful anwar,Ok,5,2022-06-23 07:06:37
hardiansyah Irwan,Oo,5,2022-06-23 07:00:37
MUKMIN ALFARIZI,Okokok,5,2022-06-23 06:07:43
Asri Bintang,Ok,5,2022-06-23 05:31:44
Yosephina Paelongan,Sangat membantu menghemat waktu dan tenaga dibandingkan dgn pertemuan offline,5,2022-06-23 04:26:08
Anam Wee,ok,5,2022-06-23 04:03:18
Elvin Septiani Gea,Kok gak bisa di download sih,1,2022-06-23 03:30:33
Agus Setiawan,Oke,4,2022-06-23 03:24:43
Ayepprapatan,Oklah,5,2022-06-23 02:52:10
Syah Yudi,Semangat,5,2022-06-23 02:43:40
alii alatas,Okee,5,2022-06-23 02:37:35
Yeni Rahmawati,Bagus,5,2022-06-23 02:18:23
Sriyono Yoni,Bagus,4,2022-06-23 02:00:46
rijaru sensei,Jooossz,4,2022-06-23 01:59:14
Sri Kusumawati,Bagus,5,2022-06-23 01:43:12
karno setyo budi,Mantap,5,2022-06-23 01:24:32
*JUMAIDI *,Apk mantullll,5,2022-06-23 01:19:36
Imam Asnawi,Baik sekali ..mohon ada bahasa indonesia nya,5,2022-06-23 01:12:03
Achmad wirathama Wirathama,Ok,4,2022-06-23 00:03:07
Serilius Kotalandu,The best aplication ever It helps me a lot ...,5,2022-06-22 23:42:56
Sri Yani mulyani,Dengan zoom cloud meeting ini kerjaan ku bisa terbantu makasih 👍👍👍🌟🌟🌟,5,2022-06-22 23:21:54
Rike Syakira,Good,3,2022-06-22 16:34:12
Donny Pakaya,Mantap dan terbaik,5,2022-06-22 16:12:13
Bismillah Biidznillah,"very good at all, nice job developer !👍",5,2022-06-22 15:30:37
Ahda Sabila,Mantap,5,2022-06-22 14:28:41
Sefanya _ Pangaribuan,Padahal kuota saya banyak sinyal bagus tapi error,3,2022-06-22 14:14:30
Kristo Forus,Siippppp mantap banget..,5,2022-06-22 13:55:58
Buluk Lukman,Mantap,5,2022-06-22 12:34:53
Rini Agustin,Ga bisa ngetik pas mau masuk ke zoom,1,2022-06-22 12:30:28
Michael Sanjaya,Don't sell people's account illegally !,4,2022-06-22 12:02:16
Najla Rufaidhah,Hehehehe,5,2022-06-22 11:55:13
nungki Prita,Sayang bgt ga bisa semua hp bisa pakai back ground,3,2022-06-22 11:44:51
Andi Darmi,Tolong ditingkatkan lagi setting,5,2022-06-22 11:20:44
Tatang ivan sopyan Ivan,Oke,5,2022-06-22 10:57:05
Nathania De Abigail Harefa,sangat baguss,5,2022-06-22 10:51:32
Danio Mendonca,OK,5,2022-06-22 10:49:37
Ahmad Laily,Oke,5,2022-06-22 10:47:50
Iman Zalukhu,Errr ok,3,2022-06-22 10:45:22
pratiwi,Ok,5,2022-06-22 10:38:22
Sozanolo nduru,Bagus,5,2022-06-22 10:35:05
Sultan Al Zafrani,Ga bisa nginstall Mulu,1,2022-06-22 09:25:46
Arsa Dinata,Sangat Membantu,5,2022-06-22 08:38:48
Yerika Pabuntang,👍,5,2022-06-22 08:22:00
Panji Ramadhan,Oke,5,2022-06-22 07:43:48
hari santoso,Mantap,4,2022-06-22 06:15:27
Kenzo Perina,Good job,5,2022-06-22 05:34:36
Aflah Radin,Gak bisa di donlot,2,2022-06-22 04:23:18
RELIYA_ZAHRA,Better,5,2022-06-22 04:14:54
Arifqi Veristiyan,"Mohon diperbaiki dong kak saya mau interview saat meggunakan zoom aplikasi sering error dan keluar sendiri, kecewa banget",1,2022-06-22 04:02:21
Dewi Shinta,Moga bermanfaat,1,2022-06-22 03:23:03
PRASETYOCS GROUP,semoga terus menjadi lebih baik,5,2022-06-22 03:16:22
Arif Martapura Barat,Bermanfaat,5,2022-06-22 03:12:27
Rafif ulhaq 2800,Good,5,2022-06-22 02:10:57
Hari Bowo,Mantap,5,2022-06-22 02:05:33
Henki Herianto,"Baik ,lebih baik lagi kalo penggunaan data internet nya di stabilin lagi",5,2022-06-22 02:00:51
Iskandar Fahroji,"Mantap,terimakasih.smoga terus berkembang",5,2022-06-22 01:42:03
Sulhayuddin Patombongi,Ok,3,2022-06-22 01:31:08
Muhammad Yogi Praditya,Pro Aplikasi,5,2022-06-22 01:05:47
Nabil Alfano,Ok,1,2022-06-22 00:58:48
NANDAR ISKANDAR,Baguss,5,2022-06-22 00:26:42
Tiarda Mahadi,Very good,5,2022-06-22 00:26:12
Yuni Hussain,Gimana caranya bikin pas tutup kamera bisa ada gambar,4,2022-06-22 00:22:09
