userName;content;score;at;Nilai
Dina Dina;Kayak nya si bagus aku juga belum coba??;4;2021-07-16 12:20:25;POSITIF
Adiba Sifa;Sangat bermanfaat bagi saya ??;5;2021-07-16 12:17:48;POSITIF
Aditama.A Channel;Aplikasi nyh bagus loh????;5;2021-07-16 12:17:28;POSITIF
Chitra Cantik;Mantap;5;2021-07-16 12:04:17;POSITIF
An Hursepuny;Bagussss sekaliiiiiiiiiiiiiiiiiiiii;5;2021-07-16 11:56:09;POSITIF
yuuki??;Jelek lu;4;2021-07-16 11:51:16;POSITIF
RONI SARWANI;Mantap;5;2021-07-16 11:42:55;POSITIF
Marsanda Melisty;Kok gabisa diinstal apknyaa;1;2021-07-16 11:38:12;NEGATIF
Ahmad maulana;Belajar lagi ? Anj lah??;1;2021-07-16 11:35:32;NEGATIF
Yafret Manubulu;Baik;5;2021-07-16 11:31:22;POSITIF
Husor Sitanggang;Sangat membantu;5;2021-07-16 11:27:27;POSITIF
Syalwa Magelang;Bagus nya;5;2021-07-16 11:17:15;POSITIF
Martin Nathaniel;Menunjang komunikasi jarak jauh;5;2021-07-16 11:11:39;POSITIF
Feny;Layar pada saat zoom hitam semua.;1;2021-07-16 11:06:47;NEGATIF
Iben Sukh;Mending Skype;1;2021-07-16 10:59:20;NEGATIF
Bsl 004;Thanks telah temani gw selama pandemi 2020-2021 and seterusnya;5;2021-07-16 10:45:48;POSITIF
Antoni Darwin;very recomended;5;2021-07-16 10:33:56;POSITIF
Nor Fandhoni;Sangat membantu;1;2021-07-16 10:31:16;NEGATIF
Taufik Faturrahman;Good;5;2021-07-16 10:20:53;POSITIF
Bengbeng setiyo;Mantaaaaap......;5;2021-07-16 10:18:59;POSITIF
Arsyifa Nanda;Saya kasih dua bintang dulu. Bagus untuk komunikasi jarak jauh luar kota dengn kapasitas lebih dari wa bisa sampai 300 orang namun mungkin bisa ditingkatkan lagi zoom berbayarnya, saya tdk bisa ikut webinar karena kuota full sdh 300 org dan sudah update malah nge lag jadi ketinggalan materi kuliah dan rapat. Mohon dipertimbangkan dan diperbaiki . Terimakasih.;2;2021-07-16 10:06:58;NEGATIF
Nada Salsabila;tolong zoom untuk memberikan akses virtual background di seluruh device android??;4;2021-07-16 09:48:33;POSITIF
Hayy Yyuk;Bagussssssss bed dahllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll hehehe kgk kagk bagus;5;2021-07-16 09:38:35;POSITIF
Zafira nurlita;Bagus banget ??;3;2021-07-16 09:33:28;NEGATIF
Rahma Ratar Chanel;"Ga tau mau ngomen apa ;V";1;2021-07-16 09:29:30;NEGATIF
juwita prakarti;??????;4;2021-07-16 09:22:33;POSITIF
Azka setiawan;Kenapa ga bisa di download padahal ruang udah cukup;1;2021-07-16 09:08:32;NEGATIF
Rini Angraeni;Apik;5;2021-07-16 09:07:16;POSITIF
jamila yunita n. 7c Nirmalasari 7c;Apk nya bagus??;5;2021-07-16 09:00:17;POSITIF
Ardine;Sangat bagus sekali lebih lengkap;5;2021-07-16 08:53:50;POSITIF
Ade Hendri;Bagus tipuan siang malam aku memainkan game belum pernah dapat satu rupiahpun;5;2021-07-16 08:48:21;POSITIF
Tenur wenda;Buka;5;2021-07-16 08:30:44;POSITIF
mona rahmidawati;??;4;2021-07-16 08:18:11;POSITIF
Putra Amerta;Keren;5;2021-07-16 08:14:12;POSITIF
Ari Jusrianto;Wah ini keren banget karna gue kan sekolah onlain jadi pakai zoom;5;2021-07-16 08:06:33;POSITIF
Vidi Ardiansyah;Aplikasi bagus;5;2021-07-16 08:02:08;POSITIF
Putri Nadia;Zoom sanyat bagussssssss;5;2021-07-16 07:56:02;POSITIF
ali musthofa;Sangat membantu di saat pandemi;5;2021-07-16 07:41:32;POSITIF
Gurning Shen;Nice;5;2021-07-16 07:24:39;POSITIF
Vikii Qoirullah;Bagussssssssssssssaa;5;2021-07-16 07:20:10;POSITIF
Rus Miati;Bagus;5;2021-07-16 07:17:32;POSITIF
Hans Yohanes;Good App;5;2021-07-16 07:13:53;POSITIF
Sahlani Mr;Bagus sekali Aplikasi nya cocok untuk meeting di masa PPKM;5;2021-07-16 07:13:08;POSITIF
Rifqi Saleh;Katanya Buat perangkat redmi sama xiaomi bisa. Tapi pas ku coba gk ada virtua backgraund nya.. Tolong di next update agar diperbarui. biar bisa di semua jenis hp. Biar gk ribet..;1;2021-07-16 07:10:25;NEGATIF
Afriana 94;Gak bisa di Pake;2;2021-07-16 07:07:47;NEGATIF
Allaika Pashadena;bagus;5;2021-07-16 07:04:53;POSITIF
Sekar Madinati;Kenapa kok gk bisa di instal?;1;2021-07-16 06:53:31;NEGATIF
Arif Toyota;Good;5;2021-07-16 06:49:23;POSITIF
Ahmad Mukti;BAGUS CUY ???;5;2021-07-16 06:48:58;POSITIF
Ani Rini;The best;5;2021-07-16 06:46:38;POSITIF
Ulfa Noviana Rizki;Knp punya saya ga ada menu virtual background;1;2021-07-16 06:41:26;NEGATIF
Ninie Turini galuh;Mantap;5;2021-07-16 06:29:36;POSITIF
Japran Kumis;Apk yang membuat saya kesulitan;1;2021-07-16 06:28:53;NEGATIF
Siti Rohmah;Kadang2 sinyalnya putus-putus;3;2021-07-16 06:28:37;NEGATIF
Mega iqsyanti;di hp aku ga ada virtual background masaaa:( tolong donkkk;3;2021-07-16 06:24:05;NEGATIF
Anto Suranto;Baik;5;2021-07-16 06:19:53;POSITIF
C.S;jelek;1;2021-07-16 06:19:43;NEGATIF
RRQ Fans;Sering nge bug;2;2021-07-16 06:18:07;NEGATIF
sania fian25;Mantap;5;2021-07-16 06:14:14;POSITIF
Felicia Andri;Bagus sih;5;2021-07-16 05:48:00;POSITIF
Agus Tina;Hasilnya bagus;5;2021-07-16 05:45:30;POSITIF
Adelia Cans;Apk ini bagus untuk sekolah online/daring,, tapi knp ya tidak bisa menginstal?? Mohon diperbaiki lagi ya ??;4;2021-07-16 05:42:01;POSITIF
Lili Puspita;sungguh sngt membantu??;5;2021-07-16 05:40:51;POSITIF
Melgi Pahibe;Good;5;2021-07-16 05:39:49;POSITIF
Bahrul Ulum;Good;3;2021-07-16 05:37:07;NEGATIF
Najwa Adinda syakira;Good;5;2021-07-16 05:36:32;POSITIF
Kis wati;Oke;4;2021-07-16 05:35:50;POSITIF
Penta Monintja;Good..;5;2021-07-16 05:35:34;POSITIF
Paor Hika;this application is actually very helpful, but it would be even better if all mobile phone brands could use the background feature, please realme mobile brand, I really need it, help me please ????;5;2021-07-16 05:12:50;POSITIF
Muafa Alwafi Gaming Channel;CANNOT SEE ANYTHING, done restart, re-install and more but i still can't see opponent's videos but the opponent can see my videos, stuck in shared screen, please fix this app as soon as possible!;1;2021-07-16 05:12:44;NEGATIF
Ervia _offc;Baguusss bangettt;5;2021-07-16 04:54:10;POSITIF
Tann_ Nrni24;Tolong dong agar virtual backgroundnya bisa dipakai oleh semua hp ??;4;2021-07-16 04:52:11;POSITIF
Wanti Widiawati;knp gbs di download ya?;1;2021-07-16 04:46:51;NEGATIF
Perdana Brian Starta;Best app during pandemi situation for WFH;5;2021-07-16 04:43:54;POSITIF
boytara naborju;Keren;5;2021-07-16 04:43:10;POSITIF
milk bread;Wah aku kasih bintang 5 deh passss banget apl nya;5;2021-07-16 04:30:51;POSITIF
Purnomo Teguh;Bagus banget karena bisa untuk zoom daring sekolah di rumah.. ........;5;2021-07-16 04:28:14;POSITIF
Candra Simanjuntak;Keren;1;2021-07-16 04:25:43;NEGATIF
Arna Lewa;Mantap;5;2021-07-16 04:20:05;POSITIF
alvin pratama putra;Meresahkan;1;2021-07-16 04:14:54;NEGATIF
Nadin Aisyah;Maaf ya aku kasih bintang 1 soalnya aku gak bisa daftar aplikasi nya padahal besok aku mau belajar online disuruh guru aku untuk download aplikasi zoom ini tapi aku kok gak bisa daftar ??????????tolong perbaiki aplikasi nya tolong atau berikan aku cara buat daftar yang benar;1;2021-07-16 04:10:24;NEGATIF
Lana Lani;Sangat bermanfaat;3;2021-07-16 04:01:28;NEGATIF
MazHilal 17;"YNKTS""Yah Ndak Tau kok tanya saya""";5;2021-07-16 04:01:05;POSITIF
AIRA ALISYA;Jelekkkkkkkkkkkkkkkkkkkkk geuleuhhhhhhhhhh bututtttttttttt kocakkkkkkkkkk pokona mah pangjelekkkknaaaa panggeuleuhhhhnaaaa pangbutuuuutttttnaaaa pangkocaaaakkkkknaaaaaa;1;2021-07-16 03:59:02;NEGATIF
Geovani Derek;Saya suka dengan aplikasi ini;5;2021-07-16 03:51:06;POSITIF
Tri Mekarsari;Bagus sih...tapi virtual backgroundnya gak bisa nih;3;2021-07-16 03:50:26;NEGATIF
RIVANTI Y. MARI;Udah di donwload berkali kali...tpi nggak bisa;1;2021-07-16 03:41:27;NEGATIF
Shinta Putri;LUMAYAN;1;2021-07-16 03:40:55;NEGATIF
Nurmala Aja;Bagus unruk bljar virtual ????;5;2021-07-16 03:27:11;POSITIF
Razan Istiawan;Bagus sangat;5;2021-07-16 03:26:32;POSITIF
R.M.K Channel indo official;Good;5;2021-07-16 03:25:55;POSITIF
Yuni Novita Sari;gak bisa buat daftar sign up, gagal terus;1;2021-07-16 03:25:29;NEGATIF
Agil Fauzan Rizqullah;Siapa sih yng buat nih apk;1;2021-07-16 03:22:35;NEGATIF
Vivo Baru;Wardi barus;5;2021-07-16 03:22:01;POSITIF
Novia Indriyani;@nvactrndryn_ wkwk;5;2021-07-16 03:17:39;POSITIF
Selo Nada Koeswoyo;Mantul;5;2021-07-16 03:14:58;POSITIF
Pribangun Pandiangan;3mr;5;2021-07-16 03:13:58;POSITIF
sri wahyuni;Gw kok g bisa download sih Padahal udah gw coba;3;2021-07-16 03:09:42;NEGATIF
Rino irawan st;????;5;2021-07-16 03:07:01;POSITIF
Samuddin Sam;Cool;5;2021-07-16 03:06:35;POSITIF
Anton Yuliadi;jl raya Manukan Krajan blok 31 j no 5 tandes sumber rejeki Surabaya;5;2021-07-16 03:06:31;POSITIF
Dra Nurul Fadhillah;Bagus;4;2021-07-16 03:03:42;POSITIF
Firdhan 214;Belajar Kok Virtual? hehe sama:);4;2021-07-16 03:00:51;POSITIF
Nur Jambadiah;"Bguss!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;!";5;2021-07-16 02:59:19;POSITIF
Eri Abrori;Aplikasi ini sangat bagus.....!!;5;2021-07-16 02:58:23;POSITIF
Lucya Varika;LOADING;1;2021-07-16 02:56:52;NEGATIF
INDRA WATI;Weh, ape nih.. saya dah daftar berkali kali tak nak masuk!! Tolong berbaiki lah??;1;2021-07-16 02:48:48;NEGATIF
Fiqo;Keren;5;2021-07-16 02:46:56;POSITIF
Ratna Dewi;Ok tq;5;2021-07-16 02:42:44;POSITIF
Yafis Donny;Nice;5;2021-07-16 02:41:17;POSITIF
Afifuddin;Aplikasi nya udh bagus, sangat berguna untuk saya buat Belajar online, tetapi kekurangan nya 1,tolong adain bhs Indonesia nya, waktu saya mau buat akun, bhs nya Inggris, jadi saya kesusahan;5;2021-07-16 02:38:24;POSITIF
Alya Hanifah;Ga bisa di download ????;1;2021-07-16 02:36:55;NEGATIF
Scene Nime;sangat menyiksa;1;2021-07-16 02:26:10;NEGATIF
YANJUN JA;Ok;5;2021-07-16 02:24:58;POSITIF
Nimrod Tauho;Kasih 4 nintang;4;2021-07-16 02:23:28;POSITIF
7.318 Felichia Timothy;Ok dokey;5;2021-07-16 02:22:12;POSITIF
Hasuma;Ini apk membuat akun teman kakak ku dihack sama orang bertopeng jadi jangan pake apk untung gua cepat cepat hapusnya ini pengalaman jadi harus dipelajari dulu jadi jangan mengunakan ini saat sekolan online mending pake wa video call walaupun susah cuma ini aman daripada mudah tapi ini mudah kena hack sama orang tak bertanggung jawab;1;2021-07-16 02:22:08;NEGATIF
adinda julianti;bagus;4;2021-07-16 02:20:22;POSITIF
Rifda Hanata;Bagus banget, !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!sumpah bagus ya minta ampun;5;2021-07-16 02:20:16;POSITIF
Alneefshah Revando Zulfan;Jelek;1;2021-07-16 02:14:13;NEGATIF
Alfian Y;Bagus;1;2021-07-16 02:13:19;NEGATIF
Salsa Juang;????;4;2021-07-16 02:13:17;POSITIF
Keisya Tobing;Kenapa bahsa inggris jaddi gk ngerti;1;2021-07-16 02:10:43;NEGATIF
Pritalidya Pritalidya;Coba aja dulu siapa tahu membantu;3;2021-07-16 02:08:05;NEGATIF
julian firmansyah;Aplikasi bagus .lama banget di download nya..............;1;2021-07-16 02:08:02;NEGATIF
angelinaputri vianti;Bagus;5;2021-07-16 02:06:58;POSITIF
Tifani Ramadhani;Aplikasi ini memiliki buat ku emosi ??;5;2021-07-16 02:02:36;POSITIF
kitty;Cool;5;2021-07-16 02:01:35;POSITIF
Smile V;Mending main epep;1;2021-07-16 01:59:48;NEGATIF
Erica Yoshi Sinambela 9.10;Bagus sih tapi gimana cara untuk pasang backgroundnya??;4;2021-07-16 01:58:03;POSITIF
Prasetyo Afandi;Klok bukan gara2 Corona gak bakal instal aplikasi ini;4;2021-07-16 01:55:33;POSITIF
Rakhmad Wibisono;bagus dan membantu daring masa pandemic;5;2021-07-16 01:54:33;POSITIF
Adi Saputra;Good;5;2021-07-16 01:53:55;POSITIF
hilal dhani;bagus sekali!!!!!!!!!!!!!!!!!!!!!;5;2021-07-16 01:52:11;POSITIF
Angelica Herlina 0710;Kenapa saya mau Masuk Ke Breakoutroom katanya Pascodenya Erorr tolong di Perbaiki;3;2021-07-16 01:50:30;NEGATIF
Josep Simanjuntak;Aplikasi nya nggak guna masa udah di donwolod nggak bisa udah di ulang ulang mendownload tetap nggak bisa !!!!!!!!!!!!!!;1;2021-07-16 01:49:27;NEGATIF
Ff Fikri;Boros kouta dan sangat jelek;1;2021-07-16 01:46:31;NEGATIF
Muhammad Sya'roni;Semoga lancar;4;2021-07-16 01:45:59;POSITIF
Zakia Labiba;??;5;2021-07-16 01:42:54;POSITIF
nunung 2018;ok;5;2021-07-16 01:42:05;POSITIF
M Romi Devianus Asian Saputra;Sangat bagus;5;2021-07-16 01:37:08;POSITIF
alpukat chanel twiter;Gua mau login gabisa terus ajg;1;2021-07-16 01:36:45;NEGATIF
Ronida 2412;Good;5;2021-07-16 01:35:07;POSITIF
Rasya Dirga;Download terpaksa;4;2021-07-16 01:33:39;POSITIF
Muhammad Jundi;Jelek asu;1;2021-07-16 01:31:45;NEGATIF
Tari Widya;Dog;1;2021-07-16 01:30:59;NEGATIF
Sari Sabrina;Bagus kali zoom;5;2021-07-16 01:30:21;POSITIF
Diva riana Diva;??????????????????????;1;2021-07-16 01:27:42;NEGATIF
edykaaditya 6;Gara gara lu gw sekolah pake zoom;1;2021-07-16 01:27:00;NEGATIF
Narti 02;Aplikasi bagusss lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllIIIIIIIIIIIIIIIIIIIIIIIIIIII8IIIIIIIIIIIIIIII lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll APA LIAT LIAT KE BAWAHNYA;5;2021-07-16 01:22:20;POSITIF
catur redyanto;Apk nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-07-16 01:19:25;POSITIF
fadillah kematian;Maaf kelupaan Download Zoomnya;5;2021-07-16 01:18:32;POSITIF
Fathir Kusnady;Ini zoom paling tdk bagus banget;1;2021-07-16 01:16:33;NEGATIF
Aldian Hariansyah Official;Bagus membuat otak saya pusing;5;2021-07-16 01:16:01;POSITIF
fauzan anwar;Aplikasi ini sangat bagus...saya suka????????????;5;2021-07-16 01:15:02;POSITIF
Muhammad Wahid Hafiz;B aja;4;2021-07-16 01:14:23;POSITIF
Dvtr_07 _binupar;Mantap pokonya;5;2021-07-16 01:14:17;POSITIF
farrah aziza;this application is very good for me to live my online school, thank you:);5;2021-07-16 01:14:05;POSITIF
Nazla Aulia;Bagus????;5;2021-07-16 01:11:08;POSITIF
Rudy Sugiarto;Aku maumasuk ke kelas pake apelikasi ini passudah masuk tiba tiba APELIKSI INI BUTUH PAWORT:(;1;2021-07-16 01:10:15;NEGATIF
suta jaya;Blm dicoba,kasih 3 dulu;3;2021-07-16 01:08:35;NEGATIF
User Ceo;sangat senang mamakai zoom;1;2021-07-16 01:05:35;NEGATIF
Aura Pradja;Bgs;5;2021-07-16 01:05:02;POSITIF
Rontiani Sitorus;Knp apk nya gak bisa buat akun sih Uda download 2 kali ttp gak bisa;1;2021-07-16 01:04:58;NEGATIF
Suluh Dirgantara;Mantap;5;2021-07-16 01:04:34;POSITIF
Ai Sumiati;Bagusss;5;2021-07-16 01:00:43;POSITIF
Jeany Sulthant Abdini;????;5;2021-07-16 01:00:40;POSITIF
NandZ Official;Ok;5;2021-07-16 01:00:24;POSITIF
Zahfran Tetew;Gg geming;1;2021-07-16 01:00:01;NEGATIF
Fakhri Alfi syahrin;Aplikasi baik sopan dan batin;1;2021-07-16 00:59:28;NEGATIF
Naufal Hamizan;alhamdulilah bisa belajar Lewat zoom;5;2021-07-16 00:59:09;POSITIF
Aura -;Waw aja sih;1;2021-07-16 00:55:39;NEGATIF
Aril Muzakir;Jangan sampe ini apk terkena virus bocil epep!!!!!!!!!!!?;5;2021-07-16 00:54:50;POSITIF
????r? ?h????;W gbs download pntk;1;2021-07-16 00:52:22;NEGATIF
Albyzain;Connecting;3;2021-07-16 00:49:09;NEGATIF
Fadliyas Zikri Ramadhan 2C;Ya begitulah;4;2021-07-16 00:47:24;POSITIF
Nur Maulidyah;Aplikasi ini sangat kerenn.........;5;2021-07-16 00:46:10;POSITIF
Reni Fatimatus;Sippppp;5;2021-07-16 00:43:06;POSITIF
natasya christy angelina;TERJELEEKKK.;1;2021-07-16 00:39:24;NEGATIF
Ratu Ratu;Sangat membatu saya dalam belajar;5;2021-07-16 00:33:38;POSITIF
Hary gaming official;Gambar dan suara kurang jernih;2;2021-07-16 00:33:05;NEGATIF
Alecia Nathania;BILANG KEPO MULU EMANG MASALAH LU NAPA;5;2021-07-16 00:32:05;POSITIF
Farida Farida;Bagus;5;2021-07-16 00:30:22;POSITIF
mjs cut;coba dulu;3;2021-07-16 00:26:47;NEGATIF
Melsy kessya laudya;TERIMA KASIH CORONA??;5;2021-07-16 00:24:55;POSITIF
STEVEN N A;Bagus;5;2021-07-16 00:23:36;POSITIF
Nauraa Elvianasulfan;Sangat bagus;5;2021-07-16 00:22:30;POSITIF
Avika Agustin Ramadhani chennel;Ko tertunda mulu sih????;5;2021-07-16 00:16:49;POSITIF
Hiya Fajri;Bagus;5;2021-07-16 00:14:45;POSITIF
Dhika Herola;Cape Kelas Online Glbk;1;2021-07-16 00:10:30;NEGATIF
Rebecca Paskah Ellen Lumban Raja;Saya beri bintang 5 bintang;5;2021-07-16 00:00:58;POSITIF
Kayla Azka;Bagus!!;4;2021-07-15 23:53:39;POSITIF
Noe satriya;Yaelah Toy...;5;2021-07-15 23:43:17;POSITIF
muhamad rizky prinanto;Sangat membantu utk meeting online;5;2021-07-15 23:41:00;POSITIF
Fitria Naora;Bagusss ah mantap!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Napa liat ke bawah kan aku udah bilang baguss ah mantap napa liat ke bawah;5;2021-07-15 23:40:06;POSITIF
mea panduwal;Good;4;2021-07-15 23:36:05;POSITIF
Rafli Setiawan;aplikasinya cukup bagus;5;2021-07-15 23:34:44;POSITIF
Bayu Febriansyah;susah banget bikin akunnya, apa karena saya masih di bawah umur ya?;1;2021-07-15 23:28:07;NEGATIF
Raisya Cahya Firdaus;GK bisa di download ????;1;2021-07-15 23:25:11;NEGATIF
Rumondang Agustina;Sangat bagus;5;2021-07-15 23:12:06;POSITIF
jennie aug;Bagus beT.. berguna banget untuk daring sekolah????;5;2021-07-15 23:05:01;POSITIF
Cut Melinda;Great;5;2021-07-15 22:53:54;POSITIF
Yunus Iskandar;Aplikasi yang sangat bermanfaat untuk belajar;5;2021-07-15 22:49:11;POSITIF
M. Abizar;Meng GG ????;1;2021-07-15 22:44:52;NEGATIF
Rahmi Rahmi;Bagus;4;2021-07-15 22:21:55;POSITIF
Salma Kenna;Baik??;5;2021-07-15 21:28:40;POSITIF
Engkos Kosasih;Acara tanya jawab;5;2021-07-15 21:15:47;POSITIF
Sarah desrina;G bisa diinstal;1;2021-07-15 20:55:02;NEGATIF
defry prima;Zoom adalah platform aplikasi terbaik utk melayani video conference maupun edukasi virtual dgn semua orang hanya melalui ponsel kita menjadi lebih mudah dibandingkan video chat biasa. Sukses buat developer Zoom Cloud Meeting;5;2021-07-15 19:27:18;POSITIF
Muhammad Surya Anugrah;Sangat relefan;5;2021-07-15 18:46:18;POSITIF
Bhakti Krisrahardianto;So Far So Good;5;2021-07-15 17:18:55;POSITIF
stein of Casper;Good aplikasi...;5;2021-07-15 17:00:53;POSITIF
Ghaisan Fasha;Tq zoom;5;2021-07-15 16:53:22;POSITIF
Cindi Shelian;Kenapa tidak bisa diperbarui!!!!;1;2021-07-15 16:43:24;NEGATIF
Anto Anto;Dapat digunakan untuk pembelajaran daring saat pandemi.;5;2021-07-15 16:27:47;POSITIF
Ade Rachmat Yudiyanto;Kok gak bisa masuk masuk maaf ya saya kasih bintang (1) karena gak bisa masuk masuk haris kasih faswod 12344321 itu dikatanya 123321 bencik awak makanya saya kasih 1 bintang Iiiii.....????????????????????????????????????????jelek bakget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!mau pusing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!makanya kenapa saya dondlod iiii pengen ana tumbuk dankaksnajdjandnnandnabsbnansnqnsnassalamualaikum kakakakkakakkakakkakakk;5;2021-07-15 16:16:08;POSITIF
Sari Arita;Ok;5;2021-07-15 16:13:55;POSITIF
Tommy My Chanel;Mancay;5;2021-07-15 16:03:33;POSITIF
Hera wibawa;Soundnya rebek;3;2021-07-15 15:57:25;NEGATIF
Rizki Sugiarto;Aplikasi nya sangat mudah digunakan dan efektif;4;2021-07-15 15:55:50;POSITIF
ARKAN tsaqif ramadhan;Apk ini sangat tidak berguna kenapa gk langsung hadap hadapan muka ga jelass knp corona maka nya berdoa sama allah broo;5;2021-07-15 15:52:02;POSITIF
Aurey Denata;Kiko enak;5;2021-07-15 15:51:47;POSITIF
Kornelis Lena;Tidak bisa unggah;5;2021-07-15 15:42:10;POSITIF
Ajeng Putri;Platform virtual yang sangat baik digunakan untuk kuliah online maupun work from home.;4;2021-07-15 15:37:39;POSITIF
Raka pr ayoga Masykur;Susah banget men download nya tapi aku kasi bintang empat siapa tau bisa;4;2021-07-15 15:37:33;POSITIF
Nyoman Axel;semoga kedepannya virtual backgroundnya bisa dipake disemua android.;4;2021-07-15 15:33:57;POSITIF
Rianto nazara;Ntaps;5;2021-07-15 15:26:18;POSITIF
Dedi Dwi Putra;Secara keseluruhan sudah bagus, namun fitur Virtual Background belum support ke semua Android Version. Harap disempurnakan lagi agar bisa di update segera oleh User Android. Terima kasih.;3;2021-07-15 15:21:25;NEGATIF
Andi Arief;Buat background hanya terbatas yang mendukung;2;2021-07-15 15:20:21;NEGATIF
Sudianto;Thanka;5;2021-07-15 15:19:10;POSITIF
sri puji astuti;Bermanfaat;5;2021-07-15 15:17:00;POSITIF
Whell Saragosa;Mantabz;5;2021-07-15 15:07:53;POSITIF
Arfi Syahfikri Ahmad;Ya gitulah;5;2021-07-15 15:04:11;POSITIF
Duwy Siswoyo;Aplikasi tak sesuai hp;1;2021-07-15 15:01:42;NEGATIF
Gus lian;Bintang 1. Scire 7. dah malam ngatuj. Bangfeg. Tidur dulu aghb. Ttkbux;1;2021-07-15 14:58:15;NEGATIF
AQIL ESHAR;Knp susah ya makenya ap mungkin krna di kmpung kurang sinyal nya??;3;2021-07-15 14:56:09;NEGATIF
Oo Nurohman;Ok;5;2021-07-15 14:53:30;POSITIF
Supri Yadi;gk bisa dipake woy aplikasi ny.gk ad yg bhasa indo y;1;2021-07-15 14:45:42;NEGATIF
Latifah Indriani;Membantu banget untuk masa masa sekolah online ini. Makasih banyak deh pokoknya??;5;2021-07-15 14:40:54;POSITIF
blazy gamang;Mohon maaf ini kok? Gak bisa di download mohon cpt saya mau zoom besok;1;2021-07-15 14:31:30;NEGATIF
Irma Lilis;Is very good;5;2021-07-15 14:30:47;POSITIF
Adnan Ali f;Aplikasi ga jelas;1;2021-07-15 14:29:02;NEGATIF
Rizki Ahadan;Gimana cara masang nya bang;1;2021-07-15 14:27:55;NEGATIF
Shafira Damayanthi;Im;5;2021-07-15 14:27:13;POSITIF
Samuel Davis;KENAPA VIRTUAL BACKGROUND BELUM SUPPORT KE REALME!!!;1;2021-07-15 14:24:03;NEGATIF
Silvia Anasputry;Sangat membantu;5;2021-07-15 14:23:13;POSITIF
Amin_19 Chanel Official;Maaf admin kenapa gak bisa buat akun zoom di Aplikasi ini?????;1;2021-07-15 14:19:33;NEGATIF
Rico marpaung;Bagus;5;2021-07-15 14:13:25;POSITIF
7F_syifa khairunnisaa;sebenarnya aplikasi ini sudah bagus, tetapi banyak yang kurang mengerti dengan cara login akunya karena bersifat bahasa Inggris,jadi saran syaa mohon di sediakan bahasa Indonesia.;5;2021-07-15 14:11:48;POSITIF
Shofiyyah Azka;Wow... OMG;1;2021-07-15 14:08:04;NEGATIF
Pultak Jolma;Buruan donlod;4;2021-07-15 14:02:45;POSITIF
