,content,score,English
252,Bagussssssss bed dahllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll hehehe kgk kagk bagus,5,Bagusssssss bed dahllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll hehehe kgk kagk good
253,Bagus banget ??,3,Really good ??
254,Ga tau mau ngomen apa ;V,1,I don't know what to say ;V
255,??????,4,??????
256,Kenapa ga bisa di download padahal ruang udah cukup,1,Why can't it be downloaded even though there is enough space
257,Apik,5,nice
258,Apk nya bagus??,5,Is the app good??
259,Sangat bagus sekali lebih lengkap,5,"Very good, more complete"
260,Bagus tipuan siang malam aku memainkan game belum pernah dapat satu rupiahpun,5,Good trick day and night I play the game never got a penny
261,Buka,5,Open
262,??,4,??
263,Keren,5,Cool
264,Wah ini keren banget karna gue kan sekolah onlain jadi pakai zoom,5,"Wow, this is really cool because I'm an online school so I'm using zoom"
265,Aplikasi bagus,5,Nice app
266,Zoom sanyat bagussssssss,5,Zoom is really good
267,Sangat membantu di saat pandemi,5,Very helpful during a pandemic
268,Nice,5,nice
269,Bagussssssssssssssaa,5,Nicessssssssssssssssssssssss
270,Bagus,5,Good
271,Good App,5,Good App
272,Bagus sekali Aplikasi nya cocok untuk meeting di masa PPKM,5,"Very good, the application is suitable for meetings during PPKM"
273,Katanya Buat perangkat redmi sama xiaomi bisa. Tapi pas ku coba gk ada virtua backgraund nya.. Tolong di next update agar diperbarui. biar bisa di semua jenis hp. Biar gk ribet..,1,"He said Make redmi and xiaomi devices can. But when I tried it, there was no virtual background.. Please in the next update so that it is updated. so it can be on all types of hp. Let's not bother.."
274,Gak bisa di Pake,2,Can't be used
275,bagus,5,good
276,Kenapa kok gk bisa di instal?,1,Why can't it be installed?
277,Good,5,good
278,BAGUS CUY ???,5,GOOD CUY???
279,The best,5,The best
280,Knp punya saya ga ada menu virtual background,1,Why doesn't mine have a virtual background menu?
281,Mantap,5,Great
282,Apk yang membuat saya kesulitan,1,The apk that is giving me trouble
283,Kadang2 sinyalnya putus-putus,3,Sometimes the signal is broken
284,di hp aku ga ada virtual background masaaa:( tolong donkkk,3,I don't have a mass virtual background on my phone :( please help
285,Baik,5,Well
286,jelek,1,bad
287,Sering nge bug,2,Bugs often
288,Mantap,5,Great
289,Bagus sih,5,It's good
290,Hasilnya bagus,5,The result is good
291,"Apk ini bagus untuk sekolah online/daring,, tapi knp ya tidak bisa menginstal?? Mohon diperbaiki lagi ya ??",4,"This apk is good for online/online schools, but why can't it be installed?? Can you fix it please??"
292,sungguh sngt membantu??,5,really helpful??
293,Good,5,good
294,Good,3,good
295,Good,5,good
296,Oke,4,Okay
297,Good..,5,good..
298,"this application is actually very helpful, but it would be even better if all mobile phone brands could use the background feature, please realme mobile brand, I really need it, help me please ????",5,"this application is actually very helpful, but it would be even better if all mobile phone brands could use the background feature, please realme mobile brand, I really need it, help me please ????"
299,"CANNOT SEE ANYTHING, done restart, re-install and more but i still can't see opponent's videos but the opponent can see my videos, stuck in shared screen, please fix this app as soon as possible!",1,"CANNOT SEE ANYTHING, done restart, re-install and more but I still can't see opponent's videos but the opponent can see my videos, stuck in shared screen, please fix this app as soon as possible!"
300,Baguusss bangettt,5,Very good
301,Tolong dong agar virtual backgroundnya bisa dipakai oleh semua hp ??,4,"Please, so that the virtual background can be used by all cellphones??"
302,knp gbs di download ya?,1,why is gbs downloaded?
303,Best app during pandemi situation for WFH,5,Best app during pandemic situation for WFH
304,Keren,5,Cool
305,Wah aku kasih bintang 5 deh passss banget apl nya,5,"Wow, I give 5 stars, the app really passes"
306,Bagus banget karena bisa untuk zoom daring sekolah di rumah.. ........,5,It's really good because it can zoom online at school at home.. ........
307,Keren,1,Cool
308,Mantap,5,Great
309,Meresahkan,1,Unsettling
310,Maaf ya aku kasih bintang 1 soalnya aku gak bisa daftar aplikasi nya padahal besok aku mau belajar online disuruh guru aku untuk download aplikasi zoom ini tapi aku kok gak bisa daftar ??????????tolong perbaiki aplikasi nya tolong atau berikan aku cara buat daftar yang benar,1,"Sorry, I gave 1 star because I can't register the application even though tomorrow I want to study online my teacher told me to download this zoom application but I can't register ??????????? I'm the right way to make a list"
311,Sangat bermanfaat,3,Very helpful
312,"YNKTS""Yah Ndak Tau kok tanya saya""",5,"YNKTS""Well I don't know why ask me"""
313,Jelekkkkkkkkkkkkkkkkkkkkk geuleuhhhhhhhhhh bututtttttttttt kocakkkkkkkkkk pokona mah pangjelekkkknaaaa panggeuleuhhhhnaaaa pangbutuuuutttttnaaaa pangkocaaaakkkkknaaaaaa,1,Uglykkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pokona panggeuleuhhhhnaaa panggeuleuhhnaaa pangbutuutttttnaaaa
314,Saya suka dengan aplikasi ini,5,I like this app
315,Bagus sih...tapi virtual backgroundnya gak bisa nih,3,It's good... but the virtual background doesn't work
316,Udah di donwload berkali kali...tpi nggak bisa,1,It's been downloaded many times...but I can't
317,LUMAYAN,1,REASONABLE
318,Bagus unruk bljar virtual ????,5,Good for virtual learning ????
319,Bagus sangat,5,Very good
320,Good,5,good
321,"gak bisa buat daftar sign up, gagal terus",1,"can't make a sign up list, it keeps failing"
322,Siapa sih yng buat nih apk,1,Who made this apk
323,Wardi barus,5,New Wardi
324,@nvactrndryn_ wkwk,5,@nvactrndrin_ wkwk
325,Mantul,5,Really good
326,3mr,5,3mr
327,Gw kok g bisa download sih Padahal udah gw coba,3,"How come I can't download it, even though I tried it"
328,????,5,????
329,Cool,5,Cool
330,jl raya Manukan Krajan blok 31 j no 5 tandes sumber rejeki Surabaya,5,"Jl Raya Manukan Krajan Blok 31 J no 5, the source of Surabaya's fortune"
331,Bagus,4,Good
332,Belajar Kok Virtual? hehe sama:),4,How to Learn Virtual? hehe same :)
333,Bguss!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;;!,5,Good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!;;;;!
334,Aplikasi ini sangat bagus.....!!,5,This application is very good.....!!
335,LOADING,1,LOADING
336,"Weh, ape nih.. saya dah daftar berkali kali tak nak masuk!! Tolong berbaiki lah??",1,"Weh, what's this.. I've signed up many times and don't want to enter!! please fix it??"
337,Keren,5,Cool
338,Ok tq,5,ok tq
339,Nice,5,nice
340,"Aplikasi nya udh bagus, sangat berguna untuk saya buat Belajar online, tetapi kekurangan nya 1,tolong adain bhs Indonesia nya, waktu saya mau buat akun, bhs nya Inggris, jadi saya kesusahan",5,"The application is good, very useful for me to study online, but the drawback is 1, please provide the Indonesian language, when I want to create an account, the language is English, so I have trouble"
341,Ga bisa di download ????,1,Can't download????
342,sangat menyiksa,1,very torturous
343,Ok,5,Ok
344,Kasih 4 nintang,4,Love 4 stars
345,Ok dokey,5,Ok dokey
346,Ini apk membuat akun teman kakak ku dihack sama orang bertopeng jadi jangan pake apk untung gua cepat cepat hapusnya ini pengalaman jadi harus dipelajari dulu jadi jangan mengunakan ini saat sekolan online mending pake wa video call walaupun susah cuma ini aman daripada mudah tapi ini mudah kena hack sama orang tak bertanggung jawab,1,"This apk made my brother's friend's account hacked by a masked person so don't use the apk luckily I deleted it quickly, this is an experience so you have to learn it first so don't use it when you're in online school, better use wa video calls even though it's hard it's only safe than easy but it's easy to get hacked same irresponsible person"
347,bagus,4,good
348,"Bagus banget, !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!sumpah bagus ya minta ampun",5,"Really good, !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!! good oath yes sorry"
349,Jelek,1,Bad
350,Bagus,1,Good
351,????,4,????
352,Kenapa bahsa inggris jaddi gk ngerti,1,Why don't you understand English?
353,Coba aja dulu siapa tahu membantu,3,Try it first who knows it will help
354,Aplikasi bagus .lama banget di download nya..............,1,Good application. It took too long to download...............
355,Bagus,5,Good
356,Aplikasi ini memiliki buat ku emosi ??,5,This application has for me emotions ??
357,Cool,5,Cool
358,Mending main epep,1,Better play epep
359,Bagus sih tapi gimana cara untuk pasang backgroundnya??,4,"It's good, but how do you put the background?"
360,Klok bukan gara2 Corona gak bakal instal aplikasi ini,4,"If it's not because of Corona, I won't install this application"
361,bagus dan membantu daring masa pandemic,5,nice and helpful online during the pandemic
362,Good,5,good
363,bagus sekali!!!!!!!!!!!!!!!!!!!!!,5,very good!!!!!!!!!!!!!!!!!!!!!
364,Kenapa saya mau Masuk Ke Breakoutroom katanya Pascodenya Erorr tolong di Perbaiki,3,"Why do I want to enter the Breakout Room, it says the Passcode is Error, please fix it"
365,Aplikasi nya nggak guna masa udah di donwolod nggak bisa udah di ulang ulang mendownload tetap nggak bisa !!!!!!!!!!!!!!,1,"The application is useless, when it's been downloaded, it can't be downloaded, it still can't be downloaded !!!!!!!!!!!!!!!"
366,Boros kouta dan sangat jelek,1,Wasteful quota and very ugly
367,Semoga lancar,4,I hope all goes well
368,??,5,??
369,ok,5,ok
370,Sangat bagus,5,Very good
371,Gua mau login gabisa terus ajg,1,"I want to log in, I can't keep going"
372,Good,5,good
373,Download terpaksa,4,Forced download
374,Jelek asu,1,Ugly asu
375,Dog,1,Dog
376,Bagus kali zoom,5,Nice zoom
377,??????????????????????,1,????????????????????????
378,Gara gara lu gw sekolah pake zoom,1,Because of you I go to school using zoom
379,Aplikasi bagusss lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllIIIIIIIIIIIIIIIIIIIIIIIIIIII8IIIIIIIIIIIIIIII lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll APA LIAT LIAT KE BAWAHNYA,5,Aplikasi bagusss lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllIIIIIIIIIIIIIIIIIIIIIIIIIIII8IIIIIIIIIIIIIIII lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll APA LIAT LIAT KE BAWAHNYA
380,Apk nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,The apk is really good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
381,Maaf kelupaan Download Zoomnya,5,Sorry forgot to download the zoom
382,Ini zoom paling tdk bagus banget,1,This zoom is not very good at all
383,Bagus membuat otak saya pusing,5,Good makes my brain dizzy
384,Aplikasi ini sangat bagus...saya suka????????????,5,This app is very good...i like it????????????
385,B aja,4,just B
386,Mantap pokonya,5,It's great
387,"this application is very good for me to live my online school, thank you:)",5,"this application is very good for me to live my online school, thank you :)"
388,Bagus????,5,Good????
389,Aku maumasuk ke kelas pake apelikasi ini passudah masuk tiba tiba APELIKSI INI BUTUH PAWORT:(,1,"I want to go to class using this application, it has arrived suddenly THIS APPLICATION NEEDS PAWORT :("
390,"Blm dicoba,kasih 3 dulu",3,"Haven't tried it yet, give 3 first"
391,sangat senang mamakai zoom,1,very happy to use zoom
392,Bgs,5,Bgs
393,Knp apk nya gak bisa buat akun sih Uda download 2 kali ttp gak bisa,1,"Why can't the apk create an account, I've downloaded it 2 times but can't"
394,Mantap,5,Great
395,Bagusss,5,nice
396,????,5,????
397,Ok,5,Ok
398,Gg geming,1,gg gaming
399,Aplikasi baik sopan dan batin,1,Applications both polite and inner
400,alhamdulilah bisa belajar Lewat zoom,5,Thank God I can learn through zoom
401,Waw aja sih,1,Wow it's okay
402,Jangan sampe ini apk terkena virus bocil epep!!!!!!!!!!!?,5,Don't let this apk get infected with the epep virus!!!!!!!!!!!?
403,W gbs download pntk,1,W gbs download pntk
404,Connecting,3,Connect
405,Ya begitulah,4,"Yes, that is so"
406,Aplikasi ini sangat kerenn.........,5,This app is very cool.........
407,Sippppp,5,sippppp
408,TERJELEEKKK.,1,UGLY.
409,Sangat membatu saya dalam belajar,5,It really helps me in studying
410,Gambar dan suara kurang jernih,2,Picture and sound not clear
411,BILANG KEPO MULU EMANG MASALAH LU NAPA,5,SAY KEPO MULU WHY IS YOUR PROBLEM
412,Bagus,5,Good
413,coba dulu,3,try first
414,TERIMA KASIH CORONA??,5,THANK YOU CORONA??
415,Bagus,5,Good
416,Sangat bagus,5,Very good
417,Ko tertunda mulu sih????,5,Am I delayed???
418,Bagus,5,Good
419,Cape Kelas Online Glbk,1,Cape Class Online Glbk
420,Saya beri bintang 5 bintang,5,I give 5 stars
421,Bagus!!,4,Good!!
422,Yaelah Toy...,5,Yay Toy...
423,Sangat membantu utk meeting online,5,Very helpful for online meetings
424,Bagusss ah mantap!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Napa liat ke bawah kan aku udah bilang baguss ah mantap napa liat ke bawah,5,"Nice ah great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Why don't you look down, I already said it's good, it's great, why don't you look down"
425,Good,4,good
426,aplikasinya cukup bagus,5,the app is pretty good
427,"susah banget bikin akunnya, apa karena saya masih di bawah umur ya?",1,"It's really hard to create an account, is it because I'm still a minor?"
428,GK bisa di download ????,1,GK can be downloaded????
429,Sangat bagus,5,Very good
430,Bagus beT.. berguna banget untuk daring sekolah????,5,Good beT.. really useful for online school????
431,Great,5,great
432,Aplikasi yang sangat bermanfaat untuk belajar,5,Very useful application for learning
433,Meng GG ????,1,Meng GG ????
434,Bagus,4,Good
435,Baik??,5,Well??
436,Acara tanya jawab,5,Question and answer event
437,G bisa diinstal,1,G can be installed
438,Zoom adalah platform aplikasi terbaik utk melayani video conference maupun edukasi virtual dgn semua orang hanya melalui ponsel kita menjadi lebih mudah dibandingkan video chat biasa. Sukses buat developer Zoom Cloud Meeting,5,"Zoom is the best application platform to serve video conferencing and virtual education with everyone only through our cellphones, making it easier than ordinary video chat. Success for Zoom Cloud Meeting developers"
439,Sangat relefan,5,Very relevant
440,So Far So Good,5,So far so good
441,Good aplikasi...,5,Good application...
442,Tq zoom,5,Tq zoom
443,Kenapa tidak bisa diperbarui!!!!,1,Why can't it be updated!!!!
444,Dapat digunakan untuk pembelajaran daring saat pandemi.,5,Can be used for online learning during a pandemic.
445,Kok gak bisa masuk masuk maaf ya saya kasih bintang (1) karena gak bisa masuk masuk haris kasih faswod 12344321 itu dikatanya 123321 bencik awak makanya saya kasih 1 bintang Iiiii.....????????????????????????????????????????jelek bakget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!mau pusing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!makanya kenapa saya dondlod iiii pengen ana tumbuk dankaksnajdjandnnandnabsbnansnqnsnassalamualaikum kakakakkakakkakakkakakk,5,"How come I can't enter, I'm sorry, I gave a star (1) because I couldn't enter. Haris gave faswod 12344321, it said 123321, you hate it, that's why I gave 1 star. ???????????????????????????? badass!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!! want to get dizzy!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!! that's why I dondlod iiiiii I want ana mashed dankaksnajdjandnnandnabsbnansnqnsnassalamualaikum brotherakkakkakakkakakk"
