,content,score,English
381,"SAYU...........SAYU SAYU AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA ?? ?? ?? WANGI WANGI WANGI WANGI HU HA HU HA HU HA, aaaah baunya SAYU wangi aku mau nyiumin aroma wanginya SAYU AAAAAAAAH ~ paha.... aaah paha juga pengen aku endus-endus ~~~~ AAAAAH SAYU keluar pertama kali di tiang listrik juga CANTIK BANGETTTT ?? ?? ?? tete dia itu juga CANTIK BANGET AAAAAAAAH SAYU CANTIIIIIIIIIIIIIIIIIIIIIIIIIIIKKKKKKK............ ??",1,"SAYU...........SAYU SAYU AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA ?? ?? ?? HU HA HU HU HA, AAAAH it smells SAYU smells good I want to smell the smell of SAYU AAAAAAAAH ~ thighs.... aaaah my thighs also want me to sniff ~~~~ AAAAAH SAYU came out the first time on a power pole too BEAUTIFUL BANGETTT ?? ?? ?? tete she's also SO BEAUTIFUL AAAAAAAAH SAYU CANTIIIIIIIIIIIIIIIIIIIIIIIIKKKKKKK............??"
382,Entahlah,5,Who knows
383,SAD:(,3,SAD :(
384,??,5,??
385,??,1,??
386,Very Good & Very Is The Best,5,Very Good & Very Is The Best
387,Baik,4,Well
388,sorry y trnyta bisa,5,sorry y tnya can
389,"Waw, apk nya berguna banget-! Soalnya kalo aku pengen meet bareng temen - temen ama guru ku, selalu pake apk ini-! ^w^ Terbaik-! ^w^",5,"Wow, the apk is really useful-! The thing is, if I want to meet with my friends and teachers, I always use this apk-! ^w^ Best-! ^w^"
390,Bagus banget,1,Really good
391,Bagus,5,Good
392,Bagus.. selama jaringan lancar.. meetingpun tak ada putus2nya..,5,Good.. as long as the network is smooth.. the meeting doesn't stop..
393,Beraaaaaat,4,Baaaaaaat
394,Bagus,5,Good
395,"Apk burik!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Apk Kurang mendukung pada Bikin ribet Susah di pahami Walaupun jaringan bagus Massak pada saat pembelajaran bintangnya main nyolot"" aja Gk guna tau Keluar"" terus aku jadi susah memahami materi dari guru Ribet amat...! Tolong ini diperbaikilah ?? Jangan nantinya semua pengguna Google meet ini sengsara Terimakasih itu aja...",2,"Dotted apk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Apk Not supporting Make it complicated Difficult to understand Even though the network is good, Mass during learning, the stars play ""just don't know how to get out"" then I find it difficult to understand the material from the teacher It's very complicated...! Please fix this?? Don't make all of these Google meet users miserable. Thank you, that's all..."
396,Tolong diperbaiki lagi,1,Please fix again
397,Wa6,5,Wa6
398,Ok bingit,5,Ok bingit
399,Mantaf.,5,great.
400,Baguss,5,nice
401,Bagus banget google meet ni,5,It's really good google meet
402,Lancar jaya,5,Good luck
403,Tidak melayani orang ruwet!!!!,5,Don't serve complicated people!!!!
404,"tiap hari makin jelek ni aplikasi, sinyal kenceng tapi tiba tiba keluar sendiri dari room",1,"every day this application is getting worse, the signal is loud but suddenly comes out of the room by itself"
405,Coba dlu yh,3,Try it first
406,Mantap,4,Great
407,"Google meet fiturnya sekarang nggak mendukung, nggak ada untuk merekam, jadinya nggak baik untuk simpan presentasi. Apa nggak ada solusi untuk ini?",1,"The Google meet feature now doesn't support it, it doesn't exist for recording, so it's not good for saving presentations. Is there no solution for this?"
408,Tetep semangat dan selalu berdo'a serta jaga kesehatan,5,Keep the spirit and always pray and take care of your health
409,Ok,5,Ok
410,Apknya bagus banget,5,The app is really good
411,Bagus,5,Good
412,Suara putusw,1,Broken sound
413,males vidio,3,lazy video
414,Intinya jelek,1,The point is bad
415,Eq,5,Eq
416,"Mau tak update, tapi nanti malah makin jelek, jujur sih makin diupdate, makin berkurang kualitas penggunaannya. Jadi males mau update lagi, apalagi liat komen""nya. Takut ngga bisa ngikut perkuliahan lewat meet dengan baik soalnya, mending meet yang versi lama????",1,"I don't want to update, but later it will get worse, to be honest, the more it is updated, the less the quality of its use. So lazy to update again, let alone see the comments. Afraid of not being able to attend lectures through the meet properly because, it's better to meet the old version????"
417,B aja,5,just B
418,Ok,4,Ok
419,Di hp saya gk bisa di buka google meetnya,3,I can't open google meet on my phone
420,setiap masik keluar lagi setiap masuk keluar lagi,1,every time you go in again every time you go out again
421,Goog,5,Goog
422,Bagus,5,Good
423,Pas saya masuk ke rapat saya tidak bisa melihat orang orang padahal jaringan bagus,1,When I go to a meeting I can't see people even though the network is good
424,????????????,5,????????????
425,Bagus,5,Good
426,Tolong dibantu akses goole meet,4,Please help access google meet
427,Tidak bisa download,5,Can't download
428,Aku seneng banget aplikasi ini,5,I really like this app
429,Lumayan dehh ahh.ribet,5,"It's great, ahh, it's complicated"
430,Jelek,1,Bad
431,Mesum. ??,5,Nasty. ??
432,Baguslah yah,5,That's good
433,Sangat bagus,5,Very good
434,Bagus,5,Good
435,"Ada yg sama dengan saya KLO keluar balas chat di wa tapi ngak bisa malah layarnya jadi hitam trusss cuman sisa suara akhiri google meet pun ngak bisa, bisa di perbaiki ngak si KK? Soalnye KLO persentasi harus bagi layar dan Saher ppt nya tapi ngak bisa ke via wa ????????",2,"There's the same thing with me IF I go out and reply to the chat on wa but it doesn't work, the screen goes black then only the rest of the sound can't even end the google meet, can it be fixed or not, KK? The problem is that if the percentage has to share the screen and the Saher ppt, it can't go to via wa ????????"
436,Nice app,5,Nice app
437,"tidak bisa bergabung di meet, padahal di hp lain bisa, sedangkan hp sya satunya jelek kameranya.",2,"can't join the meet, even though on other cellphones I can, while my other cellphone has a bad camera."
438,Bagus sekali apk nya,5,Very good apk
439,Nice,5,nice
440,"Tolong kepada pihak google meet,kenapa saat hidupkan mic suara kita tidak kedengaran? Tidak biasanya seperti ini,biasanya setiap on mic suara kita kedengaran jelas ????????. Semakin gak beres ??",1,"Please to google meet, why can't we hear our voice when we turn on the mic? Not usually like this, usually every time on the mic our voices sound clear ????????. It's getting worse??"
441,Hadehh gimana ini setelah saya update kenapa camera jadi off terus!,1,"Wow, how is this after I update why the camera keeps turning off!"
442,Mantaf,5,great
443,Good,4,good
444,Setelah saya update gmeet malah jadi sering ngelag. Tolong dong diperbaikin lagi,1,"After I updated Gmeet, it often lags. Please fix it again"
445,Setiap hari aku pk ini buat daring sekolah selama pandemi baik baik aja cuman gara gara jaringan jadi suaranya putus2 dan kameranya semua item..bagus bngt hrs dwonload by,5,"Every day I take this online for school during the pandemic, it's fine, but because the network is breaking, the sound is broken and the camera is all good.. really good, you have to download it by"
446,Good app,5,Good app
447,Bagus,5,Good
448,Good,5,good
449,Kurang jernih,1,Not clear
450,Bgs,5,Bgs
451,Keren,5,Cool
452,Ok,5,Ok
453,Mantap,5,Great
454,Ok,5,Ok
455,Mantap,5,Great
456,Setelah update meet malah gabisa join lewat hp selalinya gagal join,1,"After updating meet, you can't even join via cellphone, once you fail to join"
457,??????????,5,????????????
458,"Google meetingnya bagus, bisa lancar dan enak saat meeting. Tapi ada 2 masalah atau mungkin bug. Pertama, waktu saya berbicara, kok orang lain tidak dapat mendengarkan suara saya. Kedua, kok suaranya menggema begitu. Tolong diperbaiki. Btw aplikasi ini sangat bagus untuk meeting ??????",5,"The Google meeting is good, can be smooth and comfortable during meetings. But there are 2 problems or maybe bugs. First, when I speak, how come other people can't hear my voice. Second, why does his voice echo like that? Please fix. Btw this app is great for meetings ???????"
459,Sangat membantu untuk kami anak kuliahan di tengah pandemi sekarang,5,Very helpful for us college students in the midst of the current pandemic
460,Lol apps,1,Lol apps
461,"Tolong, beri solusi kenapa saya tidak bisa melakukan join meeting pada aplikasi ini. Sedangkan sinyal saya bagus tidak ada masalah. Padahal saya sudah memasukan kode ataupun melalui link yang sudah ada, tapi tetep tidak bisa masuk.",1,"Please, give a solution why I can't join meetings on this application. While my signal is good there is no problem. Even though I've entered the code or through the existing link, but still can't enter."
462,"tambahin fitur filter plijj , dikamera muka aku burik bgt huhu??????",4,"add the plijj filter feature, on the camera my face is so bad huhu???????"
463,"Terima kasih ""Google Meet"" dengan aplikasi ini aku bisa melakukan meet dengan siapa saja, salut dah.",5,"Thank you ""Google Meet"" with this application I can meet with anyone, salute."
464,Sangat membatu,5,Very petrified
465,Aplikasinya sangat buagus suakali hahajahahahah papalepapale,5,The application is very good hahaha hahaha papale papale
466,Sudah pantas aku kasi 5 bintang karena sangat membantu kuliah online,5,I deserve to give 5 stars because it really helps online college
467,Jelekkk bangett!! Tolong perbaiki! masa saya lagi ada join class setiap masuk selalu keluar aplikasi sendiri dan itu berkali-kali lagi keluar nya. Jadi bikin ketinggalan info! Pdhl semua jaringan stabil!!,1,"It's so bad!! Please fix it! When I have a join class, every time I enter, the application itself always exits and it comes out again and again. So make up for missing information! Pdhl all networks are stable!!"
468,aplikasi ini sagt sangat bgs dan aq awal sangatkkecewa saya ggl downlod aplikasi .. dn karna aplikasi ini aku bisa dowlod chroom,5,this application is very very good and at the beginning I was very disappointed I failed to download the application .. and because of this application I can download chroom
469,Kenapa meet saya ga bisa di pake ya?,1,Why can't my meet be used?
470,Keren,5,Cool
471,Good,5,good
472,Tidak bisa kurang ruang,1,Can't lack space
473,"Bermanfaat, & Aplikasi yang dapat diandalkan fungsinya.",5,"Useful, & reliable application function."
474,Sangat membantu google meet,5,Very helpful google meet
475,Baik,5,Well
476,Sangat baikk,5,Very good
477,Bagus,5,Good
478,Cukup membantu,3,Helpful enough
479,Knp y sinyal bagus tp kdg g ada gambar Ama ngelag trus kadang keluar sendiri ?,1,Why is the signal good but sometimes there is no picture Ama lags and sometimes it comes out by itself?
480,Jeleknya ??,1,The bad ??
481,"Setelah di update google meetnya kok pas saya pake HP kamera sama audionya gak bisa dinyalaiin padahal sudah ditekan berkali-kali, ini kenapa ya???",3,"After updating google meet, how come when I use my cellphone, the camera and the audio can't be turned on even though I've pressed it many times, why is this???"
482,Gambar dan suara bagus,5,Nice picture and sound
483,App yg bagus,5,Nice app
484,Bagus,5,Good
485,Ok,5,Ok
486,"Saya sewaktu ujian komprehensif perkuliahan, google meet tiba-tiba terhenti. Saya jadi tidak lulus ujian. Kamu tak kasih bintang 1, tolong diperbaiki lagi. Matur nuwun!",1,"I was in the lecture comprehensive exam, google meet suddenly stopped. So I didn't pass the exam. You didn't give 1 star, please fix it again. Thank you!"
487,Is so cool,5,Is so cool
488,Meeting semakin mudahhhh banget,5,Meetings are getting really easy
489,Baik,4,Well
490,Bagus,4,Good
491,Ngak bisa masuk,1,Can't enter
492,Tidak bisa melihat semuanya,3,Can't see everything
493,Mic saya suka error selalu udh open tapi ga mengeluarkan suara padahal WiFi lancar,1,My mic likes the error it's always open but doesn't make sound even though WiFi is smooth
494,Kenapa saya engga bisa download sih?????????? padahal ini tuh penting banget,1,Why can't I download it????????? even though this is really important
495,Google meet nya dah bagus dan ok Tapi saya masih lebih suka yang warna nya hijau Karena pemakaian nya lebih simpel dan gk ribet.... Dah itu ajh kok Tapi kapasitas nya tolong ditambahin??????jangan cuman untuk 100 orang kan murid muridnya banyak jadi kasihan yang gk bisa ikut gabung ????,4,The Google meet is good and ok. But I still prefer the green one. Because the usage is simpler and less complicated. there are a lot of students so it's a pity that can't join????
496,Kapan lagi update yang ada background nya di hp atau di tablet,5,When are you going to update with a background on your phone or tablet
497,Bagus,5,Good
498,bgmana sya msuk ke google meet tiba-tiba lansung keluar,3,how do i go to google meet all of a sudden it just logs out
499,Temenku bisa pakai bekround padahal pakek hp aku kok gak biaa?,1,"My friend can use the background even though he uses my cellphone, why isn't it normal?"
500,"Kenapaaa aku udah update di appstore gmeetnya tpi tampilanya blm ke update jugaa, padahal temen-temen yg lain udh pada beda:(",4,"Why have I updated in the gamet app store but the appearance hasn't been updated yet, even though my other friends are already different :("
501,Ok,5,Ok
502,Sangat bermanfaat,5,Very helpful
503,setelah di update malah keluar keluaran trs,1,"After updating, the output keeps coming out"
504,Putus2 suaranya,2,Lost voice
505,bagus,4,good
506,Belum apa apa udah tidak bisa donloawd,1,"It's okay, I can't download anymore"
507,Oke,5,Okay
508,Buat ngajar,5,Make teaching
509,Tingkatkan,1,Upgrade
510,Bagus,1,Good
511,Fitur raise hand tidak muncul atau tidak ada. Hp saya infinix apakah itu penyebabnya?,2,"The raise hand feature does not appear or does not exist. My cellphone is infinix, is that the cause?"
512,Suara,2,Voice
513,X dapat buka x ada lein.,1,X can open x no lein.
514,Cacat,1,Disabled
515,"This app good, and of course for ma homeworks",5,"This app good, and of course for ma homeworks"
516,Mari kita belajar bertatap muka langsung,1,Let's learn face to face
517,Sekolah ku bosen,1,My school is bored
518,??,4,??
519,Saya melakukan meet tetapi saya keluar mulu. Padahal jaringan bagus. Tolong di perbaiki,1,I did a meet but I went out too early. Even though the network is good. Please fix
520,"Di update malah makin jelek, nggak bisa dibuka",1,"The update is even worse, can't be opened"
521,Fiturnya sedikit,2,Few features
522,suka keluar sendiri padahal kuota kenceng,1,likes to go out alone even though the quota is tight
523,Baik,1,Well
524,Aplikasi ini kurang bagus,1,This application is not good
525,Aplikasi ini menguras banyaknya kuota saat saya nyalakan kamera jadi kumohon untuk mengatur kameranya yangenguras banyak kuota terimakasih,1,"This application drains a lot of quota when I turn on the camera so please adjust the camera which drains a lot of quota, thank you"
526,Lumayan bagus,4,Pretty good
527,Aplikasi ini sangat bagus untuk belajar online,5,This app is great for online learning
528,muantapp,5,muantapp
529,Ok,5,Ok
530,Burik ajg gblk,1,It's too bad gblk
531,Good,5,good
532,Special Thanks for app founder... It was help us to met each other and sharing an experience during pandemic times????????,5,Special Thanks for app founder... It was help us to meet each other and sharing an experience during pandemic times????????
533,Good,5,good
534,Bagusss,5,nice
535,Masih banyak gangguan jaringan,5,There are still many network problems
536,Bagus si tapi kadang suka eror,4,"It's good, but sometimes it makes errors"
537,Apaaaan ini download aja gk bisa aduh tolong perbaikin,1,"What is this, I can't download it, oh please fix it"
538,"Aplikasinya bagus recomendet banget sangat membantu dalam pembelajaran daring (virtual), tapi kenapa ya ko pada saat mulai meet tiba tiba suka keluar sendiri pas dicoba lagi kadang bisa ,terus keluar lagi ,pas mau dicoba masuk lagi bacaanya ""FAILED TO JOIN MEETING"" tolong dong developer/ pihak Google Meet jelasin? #/diperbaiki trimakasih.......",5,"The application is good, it's really recommended, it's very helpful in online (virtual) learning, but why is it that when you start the meet you suddenly like to go out on your own when you try again, sometimes you can, then come out again, when you try to enter again it reads ""FAILED TO JOIN MEETING"" please help Google Meet developer/party explain? #/fixed thanks...."
539,Baik,5,Well
540,"Semenjak update sering keluar sendiri sampai berkali kali padahal sinyal bagus , tolong diperbaiki kembali",1,"Since the update often comes out by itself many times even though the signal is good, please fix it again"
