userName;content;score;at;Nilai;;;
Muhafidz Ahmad Halim;UI nya makin ribet;2;2021-06-21 12:32:28;NEGATIF;;;
Miravania Cardoso;????;5;2021-06-21 12:06:20;POSITIF;;;
Candra Aditama;Oke lah;4;2021-06-21 11:53:17;POSITIF;;;
Lailatul fitriyah;Buruk;1;2021-06-21 09:54:05;NEGATIF;;;
Saya Sofyan;Bagusssss sekaliiii;4;2021-06-21 05:54:22;POSITIF;;;
HASANAH PUTRI;Bermanfaat;5;2021-06-21 05:52:58;POSITIF;;;
Wahyudi Noverianto;Bagus;5;2021-06-21 05:36:12;POSITIF;;;
saharuddin sahar;Baik;5;2021-06-21 03:34:46;POSITIF;;;
Yota;Oke;5;2021-06-21 02:13:11;POSITIF;;;
alex Ferdian;Ok;5;2021-06-21 01:59:11;POSITIF;;;
Kiki Patmala sari;"Dari tdi pagi mau di download tpi nga bisa""??";3;2021-06-21 01:30:27;NEGATIF;;;
Azmi Perdana;Developer aplikasi Google meet di perbaiki, saya pakai Google meet dengan wifi tapi sering error aplikasi dan saya pakai website aja lancar2 aja.????????;1;2021-06-21 01:20:25;NEGATIF;;;
Hansel Raynord Lubis;Hp saya infinix hot 10S dan android 11... tapi ga ada fitur background nya di GMeet;2;2021-06-21 00:02:07;NEGATIF;;;
Alisya Laurasifa;Sangat membantu untuk zoom meet sekolah;5;2021-06-20 15:08:16;POSITIF;;;
Mgs. Fisika Fikri;Ok;5;2021-06-20 14:57:48;POSITIF;;;
Kagome Sangester;Saran aja virtual background nya tolong lah sama ratakan masa spek nya udah sesuai kriteria tapi tetep gabisa di pake :) ga adil #savehpkentang;1;2021-06-20 13:42:15;NEGATIF;;;
hardiansyah ST;Nice;5;2021-06-20 10:28:20;POSITIF;;;
Muhamad Gunawan;Wtf. Speaker sering bocor, delay nya keterlaluan, pdahal sinyal udh bagus banget. Mending apk sebelah;1;2021-06-20 07:58:14;NEGATIF;;;
Isam Ganteng;Bagus banget;5;2021-06-20 07:38:01;POSITIF;;;
Ilham Anshori;Segini dulu;3;2021-06-20 03:42:10;NEGATIF;;;
SalSal_;Ku kasih bintang 5 karna bagus??????????????????????????????;1;2021-06-20 03:36:05;NEGATIF;;;
Lilik endang Darojati;Bagus. Lancar;5;2021-06-20 01:32:49;POSITIF;;;
Darsono Dono;l ?ççtv.;2;2021-06-20 01:02:54;NEGATIF;;;
decabaturaja 3;???????? ?????????????? ?????????? ?????? ?????? ??;5;2021-06-20 00:50:34;POSITIF;;;
Danish Diandra;Mantap-Que;5;2021-06-19 17:11:40;POSITIF;;;
Rafly Ardhianto;Buat meeting oke lah;5;2021-06-19 14:56:07;POSITIF;;;
Fandi Baskara;Keren sih;5;2021-06-19 14:07:59;POSITIF;;;
Juto Maior;apl ini bagus banggat;5;2021-06-19 10:49:46;POSITIF;;;
5. Aqila Epiphyll Oxypetalia;Bagus;5;2021-06-19 09:53:17;POSITIF;;;
Hoiriah Riah;Sangat berguna;5;2021-06-19 09:07:39;POSITIF;;;
Nur Fadilah;Menguras data;4;2021-06-19 08:54:13;POSITIF;;;
Rafka Faris Muzaki;Baru download JAN SO KERAS!;5;2021-06-19 05:24:11;POSITIF;;;
Rahma Palembang;Hai, aku Rahma, menurutku aplikasi ini sangat membantu...;5;2021-06-19 04:00:38;POSITIF;;;
Entin Karema;GAmpang d mengerti;5;2021-06-19 03:46:08;POSITIF;;;
Supyan Saori;saya sering mengalami bug saat meet, solusinya bagaimana ya? padahal sinyal relatif stabil.;3;2021-06-19 03:24:07;NEGATIF;;;
Nasir Musrulliyanto;Kerenn;4;2021-06-19 01:31:27;POSITIF;;;
Martina Mustopa;Mantaaaaaappp??;5;2021-06-18 22:23:29;POSITIF;;;
Titiek Hariati;Yah gitulah;3;2021-06-18 18:16:23;NEGATIF;;;
Nur Jihan Nabila;Kamera saya di akun oranglain kok mirror yaa pdhl di akun gmeet saya tidak mirror;3;2021-06-18 17:05:13;NEGATIF;;;
Atang Andhika;pada saat meeting berlansung, tiba tiba keluar sendiri.. padahal kouta banyak dan jaringan lancar.. agar dimaksimalkan lagi.;3;2021-06-18 14:44:07;NEGATIF;;;
devika 4A;Mantap;5;2021-06-18 14:15:48;POSITIF;;;
Ghazii;Share screen gak ada suaranya blok;1;2021-06-18 13:04:42;NEGATIF;;;
Shabir Bartisah;Good;5;2021-06-18 12:47:04;POSITIF;;;
Ade Manis;OK Alex Nova Adam Sisca Ali Opung Alex Opung Adam;5;2021-06-18 11:46:29;POSITIF;;;
Isra Mauizah;Aplikasi yang mudah di pahami;5;2021-06-18 10:26:17;POSITIF;;;
darmaji darmaji;bagus;5;2021-06-18 10:12:27;POSITIF;;;
Ahmad Arman;Aplikasi apa ini? Gak BS aktifkan audio. Jelek parah;1;2021-06-18 06:28:32;NEGATIF;;;
Fandrey Hadyan;Sangat bagus...;5;2021-06-18 03:53:12;POSITIF;;;
otik nawansih;Bagus, tidak ada batasan waktu dan mudah menggunakanya;5;2021-06-18 03:46:49;POSITIF;;;
XII IPS 3 Lana Fauziyah Zein;Docaumo??;5;2021-06-18 03:42:41;POSITIF;;;
HAIL HUTAIFAH Tzy;Ku harap apk ini dihapus;5;2021-06-18 01:30:30;POSITIF;;;
Enik Setiyana Setiyana;Hai ini bagus;5;2021-06-18 01:22:16;POSITIF;;;
RANDI WAHYU SATRIA;Terimakasih;5;2021-06-18 00:25:17;POSITIF;;;
Jella aba;Bagus;5;2021-06-17 23:57:58;POSITIF;;;
Nur RASYID;Suka;4;2021-06-17 16:04:00;POSITIF;;;
Adventus C J R Sihombing;Good;5;2021-06-17 15:36:39;POSITIF;;;
Berkat Bos;Bagus';5;2021-06-17 12:28:36;POSITIF;;;
mdamarjati12 damar;Sangat bagus;5;2021-06-17 12:01:06;POSITIF;;;
Lopo lomes;Bagus;5;2021-06-17 11:42:15;POSITIF;;;
Budi Setyawan;Apk metting serupa apk metting zoom;5;2021-06-17 10:11:59;POSITIF;;;
Dian Maryani;Semangat;5;2021-06-17 09:08:12;POSITIF;;;
Valentino Wanget;Not working;1;2021-06-17 08:48:54;NEGATIF;;;
Ayat Taufik Arevin;Recommended untuk sekelas Gratisan;5;2021-06-17 08:16:18;POSITIF;;;
Muhammad Ichsan;Suara Eror gak kedengeran;1;2021-06-17 07:36:39;NEGATIF;;;
Ana Rai Lena;baik sekali;5;2021-06-17 07:03:43;POSITIF;;;
Nur Fahrozi;Suka ngelag;2;2021-06-17 05:55:20;NEGATIF;;;
Ro Sidah;Aku belum nyoba si jadi aku kasih bintang dua dulu entar kalo bagus aku tambahin bintangnya....;2;2021-06-17 05:20:40;NEGATIF;;;
Nasti Nadia Ilpan;Aplikasi nya bagus;5;2021-06-17 04:48:22;POSITIF;;;
Bujang ini;Gpp;1;2021-06-17 03:27:37;NEGATIF;;;
Bisma Alif;Wi;1;2021-06-17 03:14:04;NEGATIF;;;
Nurul Khoiriyah;Oke;5;2021-06-17 02:04:43;POSITIF;;;
Wenny Angelina;Keren,bantu banget buat belajar dan seminar online;5;2021-06-17 01:47:59;POSITIF;;;
49. Lukman Nulhakim;Update yg sekarang tidak bagus, bagusan yang kemarin-kemarin... Kalo versi sekarang kegedean layar orang nya dan ketika di miringkan susah untuk ngambil screenshot karena kehalang sama profil..tolong perbaiki;2;2021-06-17 01:31:11;NEGATIF;;;
gatwah wahyudi;sangat membantu pekerjaan;5;2021-06-16 16:50:04;POSITIF;;;
Rania Yasmin;Soip;5;2021-06-16 12:11:27;POSITIF;;;
Eni Love God;Putus putus;1;2021-06-16 12:08:47;NEGATIF;;;
Matthew Febrianwisman;Gw lagi sekolah online tapi gak ada hp jadi aku pake apk ini;5;2021-06-16 10:57:36;POSITIF;;;
Yoel;Saran saya mohon kembagin lagi dong misal di hp . Saat meet kita hanya melihat beberapa org saja tolong tingkatin lagi agar bisa melihat semua yg ada di google meet ini ??;5;2021-06-16 09:53:14;POSITIF;;;
Salman Aziz;Salman Aziz fadhlurahman;5;2021-06-16 06:59:14;POSITIF;;;
ismaiL KPT;Kanapa gak bisa di dowload;4;2021-06-16 06:57:11;POSITIF;;;
RIFZKI ADIYAKSA;Tampilan barunya keren;5;2021-06-16 06:38:50;POSITIF;;;
Riandi;Sangat membantu;5;2021-06-16 06:34:12;POSITIF;;;
Wan Qamil;Google meet paling the best;5;2021-06-16 05:30:12;POSITIF;;;
Tri Mustikoh;Very clear;5;2021-06-16 05:10:13;POSITIF;;;
Widodo;Tidak bisa digunakan??;1;2021-06-16 04:49:29;NEGATIF;;;
Guild sendiri Yg benar;Memuaskan!!!????;5;2021-06-16 04:16:48;POSITIF;;;
Keysha Aulyna;??????????;5;2021-06-16 04:04:07;POSITIF;;;
Rian Aditya;Bagus;5;2021-06-16 03:27:04;POSITIF;;;
Eva Ayu Anda Sari;3 dlu deh;3;2021-06-16 03:25:04;NEGATIF;;;
Samuel Heryawan tamba;Kok gak bisa diupdate;1;2021-06-16 02:58:51;NEGATIF;;;
jestericgt;cupu;1;2021-06-16 01:51:31;NEGATIF;;;
Raffasya Galuh Adhitama;Mantap sekali epribadeh??;5;2021-06-16 01:07:53;POSITIF;;;
Supardi Kunden;Kontolllll;1;2021-06-16 01:06:14;NEGATIF;;;
Trimakno 1980;Ancorrr;1;2021-06-16 01:04:18;NEGATIF;;;
Romy Mustafa;Waw;5;2021-06-15 15:59:11;POSITIF;;;
Irfan Bachtiar;Bagus;5;2021-06-15 15:19:36;POSITIF;;;
Ahmad Jahrudin;Bagus dan sangat membantu;5;2021-06-15 13:52:06;POSITIF;;;
FELIPE PDN-X 7503;Aplikasi nya bagus buat sekolah;5;2021-06-15 13:13:44;POSITIF;;;
kreasi seni;Lebih mudah dan praktis;5;2021-06-15 12:19:44;POSITIF;;;
Riski Wulan Guritno;Good;5;2021-06-15 09:12:12;POSITIF;;;
Faza Adila;????????????????????????????????????????????????????????????????????????????;5;2021-06-15 08:11:27;POSITIF;;;
Mindri Setyowati;Lumayan bagus;5;2021-06-15 07:58:57;POSITIF;;;
Ro Yati;good;5;2021-06-15 06:56:01;POSITIF;;;
Alderis lumantow;Sangat baik;5;2021-06-15 06:37:49;POSITIF;;;
Meli Mlhtrrsdh;Bagus;5;2021-06-15 05:53:43;POSITIF;;;
fepi junika;Usahakan lancarkan pemakaian,jangan keluar masuk;1;2021-06-15 05:29:27;NEGATIF;;;
Rahmat Wardoyo;Aplikasi ini bagus banget;5;2021-06-15 05:23:57;POSITIF;;;
Eka Eka;Bye one dek):;5;2021-06-15 04:21:23;POSITIF;;;
Agent 777;Lumayan bagus, tapi tolong diperbaiki suaranya hilang² saat sedang meet padahal jaringan sangat bagus dan lancar ????;3;2021-06-15 04:08:50;NEGATIF;;;
Syifa Annisa;Tidak kedengeran suaranya ..;3;2021-06-15 04:02:36;NEGATIF;;;
Diajeng Prameswari;Ok;5;2021-06-15 03:30:05;POSITIF;;;
Tin tien;Aplikasi nya suka keluar sendiri padahal jaringan bagus, Terus kamera suka gelap sendiri padahal mah cerah disini Mohon di perbaiki lagi ??;1;2021-06-15 03:29:36;NEGATIF;;;
Natalia Ibo;Terbaik;5;2021-06-15 03:29:22;POSITIF;;;
sutarjo 123;Kok GK bisa masuk bodoh;1;2021-06-15 02:50:48;NEGATIF;;;
Arlen Aprilya;Lebih suka versi yang lama² kalau di hp sama laptop ketimbang yang baru aneh semua filternya. Buat screen gambar video, dll ke orang lain suaranya malah ga kedengeran. Tolong kembalikan versi lama. Terimakasih;1;2021-06-15 02:34:53;NEGATIF;;;
FF VENOM;Faktor up;1;2021-06-15 02:13:07;NEGATIF;;;
Lailatul Husnah;Yh bkn saya menjadi pintar dan bertemu sbanyak banyak nya;5;2021-06-15 01:59:52;POSITIF;;;
Bayu Purnomo;bagus sekali;5;2021-06-15 01:18:17;POSITIF;;;
7e Fauzan akbar;SAYU...........SAYU SAYU AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA ?? ?? ?? WANGI WANGI WANGI WANGI HU HA HU HA HU HA, aaaah baunya SAYU wangi aku mau nyiumin aroma wanginya SAYU AAAAAAAAH ~ paha.... aaah paha juga pengen aku endus-endus ~~~~ AAAAAH SAYU keluar pertama kali di tiang listrik juga CANTIK BANGETTTT ?? ?? ?? tete dia itu juga CANTIK BANGET AAAAAAAAH SAYU CANTIIIIIIIIIIIIIIIIIIIIIIIIIIIKKKKKKK............ ??;1;2021-06-15 01:15:17;NEGATIF;;;
7F Karla aurelia b;Entahlah;5;2021-06-15 00:57:05;POSITIF;;;
Kevin soesilo;SAD:(;3;2021-06-15 00:36:43;NEGATIF;;;
Norma Lina;??;5;2021-06-15 00:32:07;POSITIF;;;
Fauzan Ahmad mutaqin;??;1;2021-06-14 22:30:11;NEGATIF;;;
Winona Lina;Very Good & Very Is The Best;5;2021-06-14 16:05:28;POSITIF;;;
Royani ajah;Baik;4;2021-06-14 15:10:02;POSITIF;;;
Hafhsah Islakhul Nabila;sorry y trnyta bisa;5;2021-06-14 14:55:00;POSITIF;;;
Danisha Rachmadya;Waw, apk nya berguna banget-! Soalnya kalo aku pengen meet bareng temen - temen ama guru ku, selalu pake apk ini-! ^w^ Terbaik-! ^w^;5;2021-06-14 11:54:18;POSITIF;;;
Sara tia Kurniawan;Bagus banget;1;2021-06-14 10:13:27;NEGATIF;;;
Nur Aisyah;Bagus;5;2021-06-14 04:13:12;POSITIF;;;
syafqi arraihan;Bagus.. selama jaringan lancar.. meetingpun tak ada putus2nya..;5;2021-06-14 03:44:18;POSITIF;;;
Mida Nusaibah;Beraaaaaat;4;2021-06-14 03:18:01;POSITIF;;;
Apri Ktb;Bagus;5;2021-06-14 03:12:57;POSITIF;;;
Satrio Pasaribu;"Apk burik!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Apk Kurang mendukung pada Bikin ribet Susah di pahami Walaupun jaringan bagus Massak pada saat pembelajaran bintangnya main nyolot"" aja Gk guna tau Keluar"" terus aku jadi susah memahami materi dari guru Ribet amat...! Tolong ini diperbaikilah ?? Jangan nantinya semua pengguna Google meet ini sengsara Terimakasih itu aja...";2;2021-06-14 02:49:04;NEGATIF;;;
Murhaeny Suwardi;Tolong diperbaiki lagi;1;2021-06-14 02:36:55;NEGATIF;;;
ANTO Kiyianto;Wa6;5;2021-06-14 01:39:09;POSITIF;;;
Abdi Fatah;Ok bingit;5;2021-06-14 01:15:57;POSITIF;;;
Ude Subarna;Mantaf.;5;2021-06-14 00:34:09;POSITIF;;;
Wim Alfatih;Baguss;5;2021-06-14 00:05:28;POSITIF;;;
Auni Syaza;Bagus banget google meet ni;5;2021-06-13 18:07:47;POSITIF;;;
Langgeng Jaya;Lancar jaya;5;2021-06-13 14:19:46;POSITIF;;;
Rangga Sinawa;Tidak melayani orang ruwet!!!!;5;2021-06-13 13:42:13;POSITIF;;;
Ilmia Hamidah;tiap hari makin jelek ni aplikasi, sinyal kenceng tapi tiba tiba keluar sendiri dari room;1;2021-06-13 12:30:42;NEGATIF;;;
Anang Maulana;Coba dlu yh;3;2021-06-13 11:58:38;NEGATIF;;;
Sukma Wijaya Hasibuan NIM 06;Mantap;4;2021-06-13 09:51:36;POSITIF;;;
Mellysa Sainuddin;Google meet fiturnya sekarang nggak mendukung, nggak ada untuk merekam, jadinya nggak baik untuk simpan presentasi. Apa nggak ada solusi untuk ini?;1;2021-06-13 02:52:43;NEGATIF;;;
Wahyu Nur;Tetep semangat dan selalu berdo'a serta jaga kesehatan;5;2021-06-13 02:02:02;POSITIF;;;
Christopher Bruchko Veda;Ok;5;2021-06-13 01:38:24;POSITIF;;;
sari sariningsih;Apknya bagus banget;5;2021-06-13 01:02:14;POSITIF;;;
Vaira _Official;Bagus;5;2021-06-12 22:29:02;POSITIF;;;
ihya ul amin;Suara putusw;1;2021-06-12 21:13:17;NEGATIF;;;
Tegar kusuma;males vidio;3;2021-06-12 17:43:37;NEGATIF;;;
BANG YOLO;Intinya jelek;1;2021-06-12 16:24:34;NEGATIF;;;
Raya nafisah;Eq;5;2021-06-12 16:04:50;POSITIF;;;
Anisa Nurhidayanti;"Mau tak update, tapi nanti malah makin jelek, jujur sih makin diupdate, makin berkurang kualitas penggunaannya. Jadi males mau update lagi, apalagi liat komen""nya. Takut ngga bisa ngikut perkuliahan lewat meet dengan baik soalnya, mending meet yang versi lama????";1;2021-06-12 15:13:27;NEGATIF;;;
Naura Insyira Fauziah;B aja;5;2021-06-12 14:59:23;POSITIF;;;
Yacobus wagino Gino 79;Ok;4;2021-06-12 14:22:03;POSITIF;;;
adit jogja;Di hp saya gk bisa di buka google meetnya;3;2021-06-12 13:34:01;NEGATIF;;;
ELDO NENDER;setiap masik keluar lagi setiap masuk keluar lagi;1;2021-06-12 13:20:08;NEGATIF;;;
Nurlaili Laili;Goog;5;2021-06-12 13:04:48;POSITIF;;;
Adi Supriyanto Sumardhi;Bagus;5;2021-06-12 12:55:02;POSITIF;;;
Puja Senja;Pas saya masuk ke rapat saya tidak bisa melihat orang orang padahal jaringan bagus;1;2021-06-12 08:23:56;NEGATIF;;;
Sasha Anisa;????????????;5;2021-06-12 05:19:47;POSITIF;;;
Rosma Aulia;Bagus;5;2021-06-12 04:42:37;POSITIF;;;
corry nata;Tolong dibantu akses goole meet;4;2021-06-12 03:53:09;POSITIF;;;
Dian Purwantini;Tidak bisa download;5;2021-06-12 02:46:59;POSITIF;;;
Ernawati Hidayat;Aku seneng banget aplikasi ini;5;2021-06-12 02:33:06;POSITIF;;;
Imam Thokip;Lumayan dehh ahh.ribet;5;2021-06-12 01:03:03;POSITIF;;;
I putra 3;Jelek;1;2021-06-12 00:40:58;NEGATIF;;;
bakol bakso;Mesum. ??;5;2021-06-11 13:31:20;POSITIF;;;
Anwar Nuar;Baguslah yah;5;2021-06-11 13:26:05;POSITIF;;;
Siska ayu Dwi yanti;Sangat bagus;5;2021-06-11 13:02:40;POSITIF;;;
Ari Prabowo;Bagus;5;2021-06-11 12:38:11;POSITIF;;;
Siti Arifah;Ada yg sama dengan saya KLO keluar balas chat di wa tapi ngak bisa malah layarnya jadi hitam trusss cuman sisa suara akhiri google meet pun ngak bisa, bisa di perbaiki ngak si KK? Soalnye KLO persentasi harus bagi layar dan Saher ppt nya tapi ngak bisa ke via wa ????????;2;2021-06-11 12:02:43;NEGATIF;;;
ARIEL CHARON LUANMASAR;Nice app;5;2021-06-11 11:47:46;POSITIF;;;
georgius samuel;tidak bisa bergabung di meet, padahal di hp lain bisa, sedangkan hp sya satunya jelek kameranya.;2;2021-06-11 10:58:25;NEGATIF;;;
Baginda sarip Siregar;Bagus sekali apk nya;5;2021-06-11 09:59:50;POSITIF;;;
SAIFUL NUR ROHMAN;Nice;5;2021-06-11 07:53:41;POSITIF;;;
Patrice H Sihombing;Tolong kepada pihak google meet,kenapa saat hidupkan mic suara kita tidak kedengaran? Tidak biasanya seperti ini,biasanya setiap on mic suara kita kedengaran jelas ????????. Semakin gak beres ??;1;2021-06-11 07:38:52;NEGATIF;;;
Arrye Yanie;Hadehh gimana ini setelah saya update kenapa camera jadi off terus!;1;2021-06-11 05:10:13;NEGATIF;;;
Ummi Khoiriyah;Mantaf;5;2021-06-11 04:36:49;POSITIF;;;
KAFA KAFA;Good;4;2021-06-11 02:50:40;POSITIF;;;
Husain Pamungkas;Setelah saya update gmeet malah jadi sering ngelag. Tolong dong diperbaikin lagi;1;2021-06-11 01:11:37;NEGATIF;;;
Iva_ Official;Setiap hari aku pk ini buat daring sekolah selama pandemi baik baik aja cuman gara gara jaringan jadi suaranya putus2 dan kameranya semua item..bagus bngt hrs dwonload by;5;2021-06-11 00:42:58;POSITIF;;;
Adli Rosadi;Good app;5;2021-06-10 22:00:50;POSITIF;;;
Kiswandi Wawan;Bagus;5;2021-06-10 14:37:29;POSITIF;;;
Nuril Anwar;Good;5;2021-06-10 14:20:14;POSITIF;;;
Sinun Alucard;Kurang jernih;1;2021-06-10 13:32:55;NEGATIF;;;
Zhafirah sifa;Bgs;5;2021-06-10 12:43:58;POSITIF;;;
Nicholas Saputra;Keren;5;2021-06-10 12:03:53;POSITIF;;;
Juliana Watung;Ok;5;2021-06-10 11:45:34;POSITIF;;;
PAULINUS ANDI;Mantap;5;2021-06-10 11:05:19;POSITIF;;;
Mohan Moh;Ok;5;2021-06-10 09:47:55;POSITIF;;;
Ririn Rachmad;Mantap;5;2021-06-10 09:17:26;POSITIF;;;
Puspita Devi;Setelah update meet malah gabisa join lewat hp selalinya gagal join;1;2021-06-10 08:53:43;NEGATIF;;;
Er Natha;??????????;5;2021-06-10 08:03:26;POSITIF;;;
Lingga Mahardika awt;Google meetingnya bagus, bisa lancar dan enak saat meeting. Tapi ada 2 masalah atau mungkin bug. Pertama, waktu saya berbicara, kok orang lain tidak dapat mendengarkan suara saya. Kedua, kok suaranya menggema begitu. Tolong diperbaiki. Btw aplikasi ini sangat bagus untuk meeting ??????;5;2021-06-10 07:46:18;POSITIF;;;
C - Joice A. Liembers - 118;Sangat membantu untuk kami anak kuliahan di tengah pandemi sekarang;5;2021-06-10 05:22:16;POSITIF;;;
INTRA ZENITH;Lol apps;1;2021-06-10 04:29:08;NEGATIF;;;
Ai_art;Tolong, beri solusi kenapa saya tidak bisa melakukan join meeting pada aplikasi ini. Sedangkan sinyal saya bagus tidak ada masalah. Padahal saya sudah memasukan kode ataupun melalui link yang sudah ada, tapi tetep tidak bisa masuk.;1;2021-06-10 04:27:50;NEGATIF;;;
Bbycaa_;tambahin fitur filter plijj , dikamera muka aku burik bgt huhu??????;4;2021-06-10 04:13:10;POSITIF;;;
FS Gaming;"Terima kasih ""Google Meet"" dengan aplikasi ini aku bisa melakukan meet dengan siapa saja, salut dah.";5;2021-06-10 03:38:36;POSITIF;;;
Ayu Andika putri massuwanna;Sangat membatu;5;2021-06-10 03:07:59;POSITIF;;;
Dina Novianti;Aplikasinya sangat buagus suakali hahajahahahah papalepapale;5;2021-06-10 03:03:14;POSITIF;;;
Timotius Darmanto;Sudah pantas aku kasi 5 bintang karena sangat membantu kuliah online;5;2021-06-10 00:50:29;POSITIF;;;
Nur Maharani;Jelekkk bangett!! Tolong perbaiki! masa saya lagi ada join class setiap masuk selalu keluar aplikasi sendiri dan itu berkali-kali lagi keluar nya. Jadi bikin ketinggalan info! Pdhl semua jaringan stabil!!;1;2021-06-09 15:53:18;NEGATIF;;;
Nur Hestiana;aplikasi ini sagt sangat bgs dan aq awal sangatkkecewa saya ggl downlod aplikasi .. dn karna aplikasi ini aku bisa dowlod chroom;5;2021-06-09 15:25:52;POSITIF;;;
Asifa Putri;Kenapa meet saya ga bisa di pake ya?;1;2021-06-09 14:52:58;NEGATIF;;;
Cici Safaria;Keren;5;2021-06-09 13:53:18;POSITIF;;;
Alif C;Good;5;2021-06-09 13:22:24;POSITIF;;;
FX Susanto;Tidak bisa kurang ruang;1;2021-06-09 13:01:08;NEGATIF;;;
Erwin Permana;Bermanfaat, & Aplikasi yang dapat diandalkan fungsinya.;5;2021-06-09 12:41:10;POSITIF;;;
Pkn Jepara49;Sangat membantu google meet;5;2021-06-09 11:51:49;POSITIF;;;
Sukma Astuti;Baik;5;2021-06-09 11:16:29;POSITIF;;;
ARIFUDDIN;Sangat baikk;5;2021-06-09 10:03:22;POSITIF;;;
Kasilan Wae;Bagus;5;2021-06-09 09:46:01;POSITIF;;;
Asep Irawan;Cukup membantu;3;2021-06-09 09:29:33;NEGATIF;;;
Nindi Oktaviany;Knp y sinyal bagus tp kdg g ada gambar Ama ngelag trus kadang keluar sendiri ?;1;2021-06-09 08:06:32;NEGATIF;;;
SCc Official;Jeleknya ??;1;2021-06-09 07:55:10;NEGATIF;;;
Reyhan Ashyura;Setelah di update google meetnya kok pas saya pake HP kamera sama audionya gak bisa dinyalaiin padahal sudah ditekan berkali-kali, ini kenapa ya???;3;2021-06-09 07:46:53;NEGATIF;;;
Qonita Annisa;Gambar dan suara bagus;5;2021-06-09 06:53:45;POSITIF;;;
Rudi Hartono;App yg bagus;5;2021-06-09 06:45:19;POSITIF;;;
Muhammad Rifqi;Bagus;5;2021-06-09 06:19:21;POSITIF;;;
Yulius Katan Platin;Ok;5;2021-06-09 04:45:12;POSITIF;;;
Calvin Kresna Afandy;Saya sewaktu ujian komprehensif perkuliahan, google meet tiba-tiba terhenti. Saya jadi tidak lulus ujian. Kamu tak kasih bintang 1, tolong diperbaiki lagi. Matur nuwun!;1;2021-06-09 03:48:25;NEGATIF;;;
Firman Lio;Is so cool;5;2021-06-09 03:21:49;POSITIF;;;
Toman Elkanaro Sitanggang;Meeting semakin mudahhhh banget;5;2021-06-09 03:10:40;POSITIF;;;
Muhammad Fahmi;Baik;4;2021-06-09 02:32:34;POSITIF;;;
REZKY IKKI;Bagus;4;2021-06-09 02:07:45;POSITIF;;;
Rizal Dyakbar;Ngak bisa masuk;1;2021-06-09 01:10:27;NEGATIF;;;
Rian Permana;Tidak bisa melihat semuanya;3;2021-06-09 00:38:16;NEGATIF;;;
Marcel Venussio Young;Mic saya suka error selalu udh open tapi ga mengeluarkan suara padahal WiFi lancar;1;2021-06-09 00:29:03;NEGATIF;;;
Yesiska Margaret Olla;Kenapa saya engga bisa download sih?????????? padahal ini tuh penting banget;1;2021-06-09 00:24:06;NEGATIF;;;
sufy rr;Google meet nya dah bagus dan ok Tapi saya masih lebih suka yang warna nya hijau Karena pemakaian nya lebih simpel dan gk ribet.... Dah itu ajh kok Tapi kapasitas nya tolong ditambahin??????jangan cuman untuk 100 orang kan murid muridnya banyak jadi kasihan yang gk bisa ikut gabung ????;4;2021-06-09 00:15:08;POSITIF;;;
Samuel Alvaro Gavriel Simanjuntak;Kapan lagi update yang ada background nya di hp atau di tablet;5;2021-06-08 23:41:38;POSITIF;;;
Naila Mutia Surya;Bagus;5;2021-06-08 23:15:59;POSITIF;;;
Mendonca anu;bgmana sya msuk ke google meet tiba-tiba lansung keluar;3;2021-06-08 23:06:26;NEGATIF;;;
02_ABDULLAH MUHAMMAD ALBARR;Temenku bisa pakai bekround padahal pakek hp aku kok gak biaa?;1;2021-06-08 22:44:35;NEGATIF;;;
Novalda Ellenza;Kenapaaa aku udah update di appstore gmeetnya tpi tampilanya blm ke update jugaa, padahal temen-temen yg lain udh pada beda:(;4;2021-06-08 18:24:12;POSITIF;;;
Sayid Ali-rizky;Ok;5;2021-06-08 14:33:54;POSITIF;;;
Adnan Dendy;Sangat bermanfaat;5;2021-06-08 14:32:05;POSITIF;;;
Sutar Tarso;setelah di update malah keluar keluaran trs;1;2021-06-08 14:16:25;NEGATIF;;;
Achmad Chairul fadil;Putus2 suaranya;2;2021-06-08 14:12:12;NEGATIF;;;
Muhamad Iwan;bagus;4;2021-06-08 14:03:46;POSITIF;;;
Sasya May;Belum apa apa udah tidak bisa donloawd;1;2021-06-08 12:09:35;NEGATIF;;;
Febri Yanto;Oke;5;2021-06-08 11:41:59;POSITIF;;;
GENDHIS BATRISYA;Buat ngajar;5;2021-06-08 10:50:09;POSITIF;;;
22. Anggi Prasetyo;Tingkatkan;1;2021-06-08 09:52:38;NEGATIF;;;
Agni Fimaisy;Bagus;1;2021-06-08 09:19:33;NEGATIF;;;
Miftahur Rizkia Rachman;Fitur raise hand tidak muncul atau tidak ada. Hp saya infinix apakah itu penyebabnya?;2;2021-06-08 09:00:42;NEGATIF;;;
Dewi Amanah;Suara;2;2021-06-08 07:29:05;NEGATIF;;;
Kamariah Omar;X dapat buka x ada lein.;1;2021-06-08 07:27:44;NEGATIF;;;
Chefri Novanto;Cacat;1;2021-06-08 07:04:33;NEGATIF;;;
love truly;This app good, and of course for ma homeworks;5;2021-06-08 06:51:19;POSITIF;;;
GMR ckck;Mari kita belajar bertatap muka langsung;1;2021-06-08 05:59:00;NEGATIF;;;
